time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,new_la_code,old_la_code,la_name,ass_nodecision,ass_nodecision_ehc,ass_none,ass_none_ehc,ass_none_ehc_pc,ass_refused,ass_refused_ehc,ass_refused_ehc_pc,assessment_mediation,assessment_tribunal,assessment_w,assessments,direct_pay_education,direct_pay_health,direct_pay_integrated,direct_pay_socialcare,discontinued_abroad,discontinued_age,discontinued_deceased,discontinued_employment,discontinued_unknown,discontinued_engage,discontinued_he,discontinued_lea,discontinued_lea_ehc,discontinued_lea_noncomp,discontinued_left,discontinued_left_ehc,discontinued_met,discontinued_met_ehc,discontinued_met_noncomp,discontinued_other,discontinued_other_ehc,discontinued_other_noncomp,discontinued_total,inc_exc_20week_ehc,inc_exc_20week_rate,inc_exc_26week,inreq_ehc,inreq_ehc_a,inreq_ehc_w,inreq_ehc_y,inreq_rya_ehc,mainstream_to_home,mainstream_to_home_ehc,mainstream_to_special,mainstream_to_special_ehc,new_all_ehc,new_all_ehc_ass_none_ehc_sum,new_all_ehc_pc,no_exc_20week_ehc,no_exc_20week_rate,no_exc_26week,org_arrangements,other_mediation,other_tribunal,total_tribunal,personal_budgets,request_mediation,request_tribunal,special_to_home,special_to_home_ehc,special_to_mainstream,special_to_mainstream_ehc,statements_no_ehc,statements_to_ehc,tot_inc_exc,tot_inc_exc_ehc,tot_no_exc,tot_no_exc_ehc,total_mediation,total_tribunal_followed_mediation,total_tribunal_pc
2023,Calendar year,Local authority,E92000001,England,E12000005,West Midlands,E08000027,332,Dudley,z,,z,76,15.3846,z,146,24.0132,22,11,11,505,6,2,12,171,1,3,6,3,0,149,10,z,50,21,z,z,z,5,6,z,0,1,255,177,45.3846,z,608,26,0,436,0,z,z,z,z,418,494,84.62,160,46.6472,z,0,3,21,45,191,28,13,z,z,z,z,z,z,z,390,z,343,53,,z
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000012,204,Hackney,z,,z,,x,z,,x,x,x,x,x,,,,,x,x,x,x,x,x,x,z,x,x,z,z,z,x,x,z,x,x,x,,x,z,x,x,x,x,x,z,z,z,z,,,x,,x,z,,x,x,x,,x,x,z,z,z,z,z,z,z,,z,,,,z
2023,Calendar year,Local authority,E92000001,England,E12000008,South East,E10000025,931,Oxfordshire,z,,z,114,8.5457,z,218,15.7514,27,24,2,1336,23,2,0,134,12,9,3,70,0,166,39,z,78,40,z,z,z,3,17,z,0,0,437,533,53.6217,z,1384,20,0,1146,0,z,z,z,z,1220,1334,91.45,533,53.6757,z,0,40,66,193,159,110,103,z,z,z,z,z,z,z,994,z,993,177,,z
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000017,312,Hillingdon,z,,z,32,6.3492,z,267,38.5281,4,0,0,504,3,0,0,0,3,42,1,21,0,51,11,z,99,33,z,z,z,2,10,z,0,0,273,232,55.5024,z,693,33,0,393,0,z,z,z,z,472,504,93.65,227,56.4677,z,0,5,9,20,3,66,11,z,z,z,z,z,z,z,418,z,402,75,,z
2023,Calendar year,Local authority,E92000001,England,E12000002,North West,E08000014,343,Sefton,z,,z,24,3.7795,z,129,16.3706,8,2,0,635,6,0,2,137,4,3,1,11,0,30,6,z,20,8,z,z,z,2,0,z,0,0,85,239,40.4399,z,788,36,7,616,0,z,z,z,z,611,635,96.22,239,40.4399,z,2,1,0,11,9,30,9,z,z,z,z,z,z,z,591,z,591,39,,z
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E10000024,891,Nottinghamshire,z,,z,148,16.7991,z,244,17.6812,74,10,0,881,27,10,149,613,0,4,1,20,0,287,10,z,59,45,z,z,z,15,27,z,0,0,468,227,32.3362,z,1380,155,0,981,0,z,z,z,z,733,881,83.2,227,32.3362,z,168,4,5,25,799,49,10,z,z,z,z,z,z,z,702,z,702,127,,z
2023,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000038,870,Reading,z,,z,11,3.2544,z,141,29.6842,0,0,0,338,21,0,0,0,1,7,0,9,0,63,13,z,14,14,z,z,z,0,0,z,0,0,121,245,74.9235,z,475,29,1,304,0,z,z,z,z,327,338,96.75,245,74.9235,z,0,0,0,10,21,10,10,z,z,z,z,z,z,z,327,z,327,10,,z
2023,Calendar year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,z,,z,10,0.5942,z,820,21.0743,2,6,0,1683,0,0,0,0,9,4,6,250,6,20,36,z,148,64,z,z,z,13,44,z,2,4,606,15,0.9311,z,3891,319,497,2255,0,z,z,z,z,1673,1683,99.41,15,0.9317,z,0,47,12,247,0,177,229,z,z,z,z,z,z,z,1611,z,1610,226,,z
2023,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000060,825,Buckinghamshire,z,,z,0,0,z,464,29.423,2,0,0,955,101,0,0,0,13,6,8,54,0,21,12,z,71,45,z,z,z,8,50,z,0,0,288,434,46.7169,z,1577,94,9,1010,0,z,z,z,z,955,955,100,429,48.9726,z,0,41,45,93,101,87,48,z,z,z,z,z,z,z,929,z,876,130,,z
2023,Calendar year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,z,,z,7,2.682,z,120,23.2108,1,3,0,261,2,0,0,135,7,0,2,24,0,22,8,z,28,20,z,z,z,4,5,z,0,0,120,9,3.75,z,517,61,5,331,0,z,z,z,z,254,261,97.32,9,3.7657,z,0,1,4,19,137,5,12,z,z,z,z,z,z,z,240,z,239,7,,z
2023,Calendar year,Local authority,E92000001,England,E12000005,West Midlands,E10000034,885,Worcestershire,z,,z,49,3.8492,z,276,19.18,3,1,0,1273,8,0,4,1,1,24,5,14,0,159,8,z,40,20,z,z,z,3,6,z,0,0,280,318,27.5325,z,1439,136,3,1024,1,z,z,z,z,1224,1273,96.15,316,27.6708,z,7,19,5,23,19,63,17,z,z,z,z,z,z,z,1155,z,1142,85,,z
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E08000024,394,Sunderland,z,,z,25,6.9832,z,267,44.1322,1,1,0,358,3,0,11,138,1,0,1,0,0,39,0,z,13,8,z,z,z,1,10,z,0,0,73,185,59.8706,z,605,43,11,284,0,z,z,z,z,333,358,93.02,172,60.9929,z,123,7,2,48,232,160,45,z,z,z,z,z,z,z,309,z,282,168,,z
2023,Calendar year,Local authority,E92000001,England,E12000005,West Midlands,E06000019,884,"Herefordshire, County of",z,,z,1,0.3401,z,85,21.197,0,1,0,294,8,0,0,0,2,1,2,3,0,33,1,z,29,12,z,z,z,4,15,z,0,0,102,222,77.0833,z,401,38,0,278,0,z,z,z,z,293,294,99.66,222,77.0833,z,0,0,8,15,8,2,6,z,z,z,z,z,z,z,288,z,288,2,,z
2023,Calendar year,Local authority,E92000001,England,E12000005,West Midlands,E08000030,335,Walsall,z,,z,37,2.9671,z,285,22.619,15,3,0,1247,27,0,0,0,5,20,5,0,0,10,1,z,98,32,z,z,z,0,0,z,1,0,172,711,60.2032,z,1260,11,1,963,0,z,z,z,z,1210,1247,97.03,708,60.2041,z,0,14,3,10,27,86,4,z,z,z,z,z,z,z,1181,z,1176,115,,z
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000014,309,Haringey,z,,z,15,4.9834,z,249,35.9827,17,10,0,301,38,0,0,195,7,3,2,36,0,1,25,z,40,54,z,z,z,0,42,z,19,99,328,220,97.7778,z,692,19,0,424,0,z,z,z,z,286,301,95.02,217,97.7477,z,0,5,2,31,233,28,19,z,z,z,z,z,z,z,225,z,222,50,,z
2023,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000040,868,Windsor and Maidenhead,z,,z,1,0.7407,z,103,45.1754,0,6,0,135,4,0,0,0,1,1,1,34,0,8,11,z,23,15,z,z,z,0,22,z,0,0,116,122,95.3125,z,228,1,0,124,0,z,z,z,z,134,135,99.26,122,95.3125,z,0,1,5,23,4,5,12,z,z,z,z,z,z,z,128,z,128,6,,z
2023,Calendar year,Local authority,E92000001,England,E12000002,North West,E08000008,357,Tameside,z,,z,2,0.2933,z,1,0.1192,1,2,0,682,32,0,0,48,2,1,2,2,0,3,2,z,47,25,z,z,z,1,3,z,0,0,88,366,53.9823,z,839,81,79,678,0,z,z,z,z,680,682,99.71,352,57.2358,z,0,5,9,15,80,36,4,z,z,z,z,z,z,z,678,z,615,42,,z
2023,Calendar year,Local authority,E92000001,England,E12000009,South West,E06000023,801,"Bristol, City of",z,,z,50,6.1881,z,244,20.5214,13,5,0,808,59,11,11,163,6,2,4,129,0,0,12,z,68,32,z,z,z,0,12,z,0,0,265,397,56.9584,z,1189,81,2,862,1,z,z,z,z,758,808,93.81,396,57.1429,z,67,0,0,11,244,27,6,z,z,z,z,z,z,z,697,z,693,40,,z
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000008,306,Croydon,z,,z,4,0.5739,z,170,18.4783,1,0,0,697,16,0,0,0,17,16,5,7,0,55,20,z,136,72,z,z,z,1,33,z,0,0,362,570,82.4891,z,920,95,2,653,0,z,z,z,z,693,697,99.43,569,82.4638,z,0,11,12,32,16,28,20,z,z,z,z,z,z,z,691,z,690,40,,z
2023,Calendar year,Local authority,E92000001,England,E12000002,North West,E10000017,888,Lancashire,z,,z,3,0.1852,z,177,6.9141,5,16,0,1620,33,2,227,203,0,33,3,9,0,258,9,z,113,47,z,z,z,8,26,z,0,0,506,1242,80.4404,z,2560,13,0,2370,7,z,z,z,z,1617,1620,99.81,1225,80.2227,z,0,16,20,88,466,135,52,z,z,z,z,z,z,z,1544,z,1527,156,,z
2023,Calendar year,Local authority,E92000001,England,E12000005,West Midlands,E06000020,894,Telford and Wrekin,z,,z,8,2.5078,z,106,21.2851,2,0,0,319,4,0,3,111,2,0,5,5,0,112,1,z,22,16,z,z,z,0,1,z,0,0,164,264,85.7143,z,498,14,6,372,0,z,z,z,z,311,319,97.49,255,98.0769,z,62,3,21,31,180,11,10,z,z,z,z,z,z,z,308,z,260,16,,z
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000035,383,Leeds,z,,z,33,3.3673,z,274,18.3033,15,15,38,1018,26,0,0,0,6,95,11,40,0,353,49,z,79,53,z,z,z,3,5,z,0,1,695,77,8.3514,z,1497,192,24,1007,2,z,z,z,z,947,980,96.63,77,8.3514,z,0,17,37,74,26,37,22,z,z,z,z,z,z,z,922,z,922,69,,z
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E06000015,831,Derby,z,,z,56,9.1354,z,183,23.6129,10,15,0,613,131,0,21,108,2,1,3,8,0,201,1,z,42,22,z,z,z,0,1,z,0,1,282,118,22.5621,z,775,149,0,443,0,z,z,z,z,557,613,90.86,118,26.8182,z,11,3,4,35,270,8,16,z,z,z,z,z,z,z,523,z,440,21,,z
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E06000011,811,East Riding of Yorkshire,z,,z,43,7.7199,z,144,21.3018,17,5,0,557,18,2,9,176,3,18,4,58,0,70,12,z,57,44,z,z,z,2,3,z,0,0,271,472,98.7448,z,676,40,0,492,0,z,z,z,z,514,557,92.28,472,98.7448,z,117,0,0,6,315,43,1,z,z,z,z,z,z,z,478,z,478,60,,z
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000013,205,Hammersmith and Fulham,z,,z,12,5.3333,z,103,31.1178,1,3,0,225,48,0,124,49,13,3,1,14,0,7,11,z,24,11,z,z,z,1,4,z,0,0,89,171,80.6604,z,331,14,1,213,0,z,z,z,z,213,225,94.67,171,81.0427,z,4,0,0,8,61,2,5,z,z,z,z,z,z,z,212,z,211,3,,z
2023,Calendar year,Local authority,E92000001,England,E12000006,East of England,E10000015,919,Hertfordshire,z,,z,80,5.3763,z,832,29.2032,4,22,0,1488,36,3,34,757,142,16,7,21,0,216,22,z,4,3,z,z,z,5,13,z,4,4,457,566,41.526,z,2849,286,9,1722,11,z,z,z,z,1408,1488,94.62,525,40.1991,z,130,3,0,179,679,19,157,z,z,z,z,z,z,z,1363,z,1306,26,,z
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000031,320,Waltham Forest,z,,z,46,6.1662,z,135,15.4994,2,2,0,746,7,2,1,0,1,0,4,34,0,48,34,z,82,37,z,z,z,1,4,z,0,0,245,622,89.4964,z,871,0,3,733,0,z,z,z,z,700,746,93.83,621,90.6569,z,10,0,0,13,22,11,11,z,z,z,z,z,z,z,695,z,685,13,,z
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E06000017,857,Rutland,z,,z,2,4.0816,z,0,0,0,4,0,49,9,0,0,0,0,4,0,1,0,20,0,z,7,3,z,z,z,1,1,z,1,0,38,24,61.5385,z,79,0,0,79,0,z,z,z,z,47,49,95.92,23,65.7143,z,0,1,1,5,9,0,0,z,z,z,z,z,z,z,39,z,35,1,,z
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E06000061,940,North Northamptonshire,z,,z,44,7.1082,z,220,20.6573,16,41,0,619,0,0,0,0,2,29,2,37,0,151,22,z,93,29,z,z,z,0,8,z,2,3,378,382,70.61,z,1065,107,0,738,0,z,z,z,z,575,619,92.89,379,73.5922,z,1,10,27,110,5,41,42,z,z,z,z,z,z,z,541,z,515,67,,z
2023,Calendar year,Local authority,E92000001,England,E12000002,North West,E08000007,356,Stockport,z,,z,8,1.8141,z,106,13.4177,4,1,0,441,12,1,5,139,14,5,2,39,0,81,26,z,48,43,z,z,z,0,3,z,0,0,261,41,9.7852,z,790,62,0,622,0,z,z,z,z,433,441,98.19,41,9.8558,z,0,1,2,5,157,34,2,z,z,z,z,z,z,z,419,z,416,39,,z
2023,Calendar year,Local authority,E92000001,England,E12000005,West Midlands,E10000031,937,Warwickshire,z,,z,12,1.5727,z,697,34.7285,1,2,3,766,8,0,10,268,0,2,6,0,0,195,2,z,6,16,z,z,z,0,0,z,2,2,231,238,42.9603,z,2007,255,9,1046,0,z,z,z,z,751,763,98.43,237,42.9348,z,0,2,21,130,286,251,107,z,z,z,z,z,z,z,554,z,552,254,,z
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E08000021,391,Newcastle upon Tyne,z,,z,41,7.7947,z,89,13.7984,6,2,0,526,7,3,22,163,2,2,4,10,0,93,9,z,35,9,z,z,z,0,39,z,0,0,203,31,6.4583,z,645,21,0,535,0,z,z,z,z,485,526,92.21,31,6.4718,z,9,5,1,5,199,5,2,z,z,z,z,z,z,z,480,z,479,16,,z
2023,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000043,846,Brighton and Hove,z,,z,19,5.2198,z,181,37.0902,7,7,0,364,17,1,0,0,5,13,1,54,0,49,13,z,35,24,z,z,z,0,33,z,0,0,227,244,76.7296,z,488,80,5,222,0,z,z,z,z,345,364,94.78,244,80.5281,z,5,3,10,36,18,28,19,z,z,z,z,z,z,z,318,z,303,38,,z
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000011,203,Greenwich,z,,z,37,8.204,z,93,12.9707,14,11,0,451,5,0,10,279,2,10,1,2,0,95,5,z,44,19,z,z,z,2,0,z,0,0,180,224,55.4455,z,717,88,1,535,0,z,z,z,z,414,451,91.8,195,63.5179,z,63,1,13,37,294,18,13,z,z,z,z,z,z,z,404,z,307,33,,z
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E10000019,925,Lincolnshire,z,,z,52,4.8417,z,645,38.0756,12,5,0,1074,29,0,0,0,3,23,6,25,0,302,14,z,97,62,z,z,z,6,21,z,0,0,559,870,99.5423,z,1694,64,4,981,0,z,z,z,z,1022,1074,95.16,870,99.5423,z,0,14,7,40,29,172,28,z,z,z,z,z,z,z,874,z,874,198,,z
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000016,370,Barnsley,z,,z,54,12.5581,z,306,47.0769,40,2,0,430,6,2,12,163,0,1,0,40,0,59,16,z,36,17,z,z,z,3,3,z,0,0,175,250,92.9368,z,650,36,0,308,0,z,z,z,z,376,430,87.44,210,91.7031,z,4,7,1,6,5,135,3,z,z,z,z,z,z,z,269,z,229,182,,z
2023,Calendar year,Local authority,E92000001,England,E12000002,North West,E08000010,359,Wigan,z,,z,0,0,z,163,21.8206,14,6,0,489,0,0,0,273,3,0,1,35,0,50,9,z,33,16,z,z,z,2,10,z,1,26,186,261,58.7838,z,747,32,0,552,0,z,z,z,z,489,489,100,259,64.4279,z,0,4,0,17,273,67,11,z,z,z,z,z,z,z,444,z,402,85,,z
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E06000065,815,North Yorkshire,z,,z,108,14.6739,z,41,3.1155,7,0,18,754,12,4,15,260,7,2,4,22,0,52,11,z,84,26,z,z,z,4,10,z,0,6,228,275,44.9346,z,1316,104,218,953,0,z,z,z,z,628,736,85.33,274,44.8445,z,2,21,39,51,293,40,12,z,z,z,z,z,z,z,612,z,611,68,,z
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E06000012,812,North East Lincolnshire,z,,z,38,9.8958,z,82,19.3853,8,1,0,384,2,0,1,49,1,3,2,5,0,54,1,z,15,15,z,z,z,2,1,z,0,0,99,145,43.0267,z,423,32,0,309,0,z,z,z,z,346,384,90.1,111,38.676,z,1,4,0,1,53,1,0,z,z,z,z,z,z,z,337,z,287,13,,z
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000009,307,Ealing,z,,z,9,1.4446,z,247,28.8215,0,2,15,638,8,0,1,82,24,78,4,39,0,44,30,z,84,55,z,z,z,7,35,z,0,0,400,493,82.5796,z,857,83,22,505,4,z,z,z,z,614,623,98.56,493,83.4179,z,0,0,10,27,74,5,15,z,z,z,z,z,z,z,597,z,591,5,,z
2023,Calendar year,Local authority,E92000001,England,E12000009,South West,E06000054,865,Wiltshire,z,,z,37,3.903,z,144,11.9701,25,9,0,948,94,0,0,0,0,0,4,44,0,161,27,z,65,27,z,z,z,6,18,z,0,0,352,233,27.5089,z,1203,72,7,980,0,z,z,z,z,911,948,96.1,233,27.5089,z,2,58,26,40,94,36,5,z,z,z,z,z,z,z,847,z,847,119,,z
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E06000014,816,York,z,,z,16,7.3394,z,136,37.4656,7,6,0,218,20,0,0,0,1,3,1,13,0,42,2,z,14,12,z,z,z,0,3,z,0,0,91,180,96.2567,z,363,25,4,198,0,z,z,z,z,202,218,92.66,179,96.2366,z,0,1,1,11,20,35,4,z,z,z,z,z,z,z,187,z,186,43,,z
2023,Calendar year,Local authority,E92000001,England,E12000002,North West,E08000012,341,Liverpool,z,,z,44,3.6484,z,608,30.5989,19,8,0,1206,2,0,0,0,5,15,9,1,0,209,2,z,96,53,z,z,z,2,3,z,0,0,395,1130,98.6038,z,1987,96,8,1275,0,z,z,z,z,1162,1206,96.35,1126,98.7719,z,0,12,0,27,2,90,19,z,z,z,z,z,z,z,1146,z,1140,121,,z
2023,Calendar year,Local authority,E92000001,England,E12000002,North West,E06000064,943,Westmorland and Furness,z,,z,15,4.0761,z,73,16.1863,4,1,0,368,1,0,2,194,1,0,0,5,0,115,2,z,15,5,z,z,z,2,16,z,0,0,161,199,56.8571,z,451,18,0,360,0,z,z,z,z,353,368,95.92,173,55.2716,z,0,0,0,1,197,7,0,z,z,z,z,z,z,z,350,z,313,11,,z
2023,Calendar year,Local authority,E92000001,England,E12000002,North West,E06000007,877,Warrington,z,,z,22,5.5416,z,66,12.3134,9,0,0,397,8,4,8,161,0,3,2,29,0,63,15,z,3,6,z,z,z,0,2,z,0,0,123,111,30.3279,z,536,2,0,468,0,z,z,z,z,375,397,94.46,111,30.411,z,8,12,0,0,181,21,0,z,z,z,z,z,z,z,366,z,365,42,,z
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000015,310,Harrow,z,,z,10,2.5381,z,80,15.0376,1,1,0,394,0,0,0,0,15,8,3,13,0,38,19,z,67,23,z,z,z,0,1,z,0,0,187,86,22.5131,z,532,47,1,404,0,z,z,z,z,384,394,97.46,67,21.2025,z,0,0,0,4,0,10,3,z,z,z,z,z,z,z,382,z,316,11,,z
2023,Calendar year,Local authority,E92000001,England,E12000005,West Midlands,E06000021,861,Stoke-on-Trent,z,,z,9,2.1531,z,156,22.8404,12,14,0,418,10,0,0,0,1,2,4,49,0,98,13,z,60,38,z,z,z,4,50,z,0,0,319,184,48.5488,z,683,10,0,517,0,z,z,z,z,409,418,97.85,184,48.9362,z,3,8,0,21,13,50,7,z,z,z,z,z,z,z,379,z,376,70,,z
