time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,new_la_code,old_la_code,la_name,ass_nodecision,ass_nodecision_ehc,ass_none,ass_none_ehc,ass_none_ehc_pc,ass_refused,ass_refused_ehc,ass_refused_ehc_pc,assessment_mediation,assessment_tribunal,assessment_w,assessments,direct_pay_education,direct_pay_health,direct_pay_integrated,direct_pay_socialcare,discontinued_abroad,discontinued_age,discontinued_deceased,discontinued_employment,discontinued_unknown,discontinued_engage,discontinued_he,discontinued_lea,discontinued_lea_ehc,discontinued_lea_noncomp,discontinued_left,discontinued_left_ehc,discontinued_met,discontinued_met_ehc,discontinued_met_noncomp,discontinued_other,discontinued_other_ehc,discontinued_other_noncomp,discontinued_total,inc_exc_20week_ehc,inc_exc_20week_rate,inc_exc_26week,inreq_ehc,inreq_ehc_a,inreq_ehc_w,inreq_ehc_y,inreq_rya_ehc,mainstream_to_home,mainstream_to_home_ehc,mainstream_to_special,mainstream_to_special_ehc,new_all_ehc,new_all_ehc_ass_none_ehc_sum,new_all_ehc_pc,no_exc_20week_ehc,no_exc_20week_rate,no_exc_26week,org_arrangements,other_mediation,other_tribunal,total_tribunal,personal_budgets,request_mediation,request_tribunal,special_to_home,special_to_home_ehc,special_to_mainstream,special_to_mainstream_ehc,statements_no_ehc,statements_to_ehc,tot_inc_exc,tot_inc_exc_ehc,tot_no_exc,tot_no_exc_ehc,total_mediation,total_tribunal_followed_mediation,total_tribunal_pc
2023,Calendar year,Local authority,E92000001,England,E12000002,North West,E06000008,889,Blackburn with Darwen,z,,z,0,0,z,39,12.6214,6,2,22,250,0,0,0,52,3,0,2,6,0,22,1,z,25,14,z,z,z,0,30,z,1,0,104,202,91.4027,z,309,11,1,258,0,z,z,z,z,228,228,100,202,91.4027,z,0,0,0,3,52,11,1,z,z,z,z,z,z,z,221,z,221,17,,z
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000003,302,Barnet,z,,z,6,0.9217,z,221,22.4365,0,0,0,651,10,0,2,0,24,78,5,6,0,94,13,z,81,30,z,z,z,1,0,z,0,0,332,582,99.4872,z,985,65,3,696,0,z,z,z,z,645,651,99.08,451,100,z,19,0,0,61,19,0,61,z,z,z,z,z,z,z,585,z,451,0,,z
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000033,381,Calderdale,z,,z,14,3.0043,z,69,13.0189,3,0,0,466,1,0,7,0,5,7,3,15,0,69,16,z,27,12,z,z,z,1,9,z,0,0,164,438,97.7679,z,530,7,0,454,0,z,z,z,z,452,466,97,438,97.7679,z,8,5,0,4,8,24,4,z,z,z,z,z,z,z,448,z,448,32,,z
2023,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000037,869,West Berkshire,z,,z,0,0,z,108,26.5356,2,2,0,294,39,0,2,60,1,0,0,24,0,47,10,z,10,22,z,z,z,0,0,z,0,0,114,182,62.9758,z,407,47,0,252,0,z,z,z,z,294,294,100,181,73.8776,z,0,0,16,24,101,8,6,z,z,z,z,z,z,z,289,z,245,10,,z
2023,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000045,852,Southampton,z,,z,0,0,z,74,12.1511,0,1,0,297,0,0,0,0,7,1,4,0,0,137,0,z,29,15,z,z,z,0,0,z,0,0,193,267,90.2027,z,609,146,93,296,0,z,z,z,z,297,297,100,267,100,z,0,0,1,46,0,0,44,z,z,z,z,z,z,z,296,z,267,0,,z
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000002,301,Barking and Dagenham,z,,z,18,3.2727,z,75,14.0713,0,2,3,553,2,0,0,0,2,6,3,0,0,3,1,z,57,11,z,z,z,0,0,z,1,0,84,75,14.2315,z,533,76,0,382,1,z,z,z,z,532,550,96.73,75,14.4231,z,0,3,11,27,2,3,14,z,z,z,z,z,z,z,527,z,520,6,,z
2023,Calendar year,Local authority,E92000001,England,E12000002,North West,E08000009,358,Trafford,z,,z,30,5.5453,z,151,22.571,3,2,0,541,1,1,81,200,18,1,3,25,0,264,33,z,51,30,z,z,z,3,3,z,0,0,431,291,58.5513,z,669,31,0,487,0,z,z,z,z,511,541,94.45,262,62.381,z,44,3,0,5,283,35,3,z,z,z,z,z,z,z,497,z,420,41,,z
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000034,382,Kirklees,z,,z,0,0,z,319,30.7618,1,1,12,606,2,0,0,0,2,18,7,21,0,133,12,z,35,23,z,z,z,3,34,z,0,0,288,77,13.0068,z,1037,91,20,607,0,z,z,z,z,594,594,100,77,13.0068,z,0,0,0,1,2,1,0,z,z,z,z,z,z,z,592,z,592,2,,z
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E08000037,390,Gateshead,z,,z,9,3.5156,z,164,38.1395,3,3,0,256,58,8,19,79,1,0,0,10,0,51,5,z,13,7,z,z,z,1,32,z,0,0,120,191,85.2679,z,430,13,0,253,0,z,z,z,z,247,256,96.48,173,86.9347,z,0,0,0,61,164,68,58,z,z,z,z,z,z,z,224,z,199,71,,z
2023,Calendar year,Local authority,E92000001,England,E12000008,South East,E10000011,845,East Sussex,z,,z,62,9.4656,z,456,41.0441,21,32,0,655,4,0,36,88,3,3,4,5,0,376,3,z,48,29,z,z,z,2,2,z,0,0,475,436,87.3747,z,1111,61,1,593,0,z,z,z,z,593,655,90.53,436,87.5502,z,114,18,39,167,199,96,96,z,z,z,z,z,z,z,499,z,498,135,,z
2023,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000044,851,Portsmouth,z,,z,19,9.0047,z,97,18.3019,0,2,0,211,45,0,1,34,5,7,1,2,0,49,0,z,31,9,z,z,z,7,2,z,0,0,113,3,1.5625,z,530,112,3,318,0,z,z,z,z,192,211,91,3,1.5625,z,116,1,3,14,186,7,9,z,z,z,z,z,z,z,192,z,192,8,,z
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E10000018,855,Leicestershire,z,,z,113,14.9077,z,250,17.7054,20,24,6,764,47,0,0,0,1,33,5,37,0,320,32,z,102,65,z,z,z,6,51,z,0,0,652,32,5.959,z,1412,181,3,978,0,z,z,z,z,645,758,85.09,32,5.959,z,2,13,31,87,49,54,32,z,z,z,z,z,z,z,537,z,537,87,,z
2023,Calendar year,Local authority,E92000001,England,E12000002,North West,E08000013,342,St. Helens,z,,z,3,0.9146,z,0,0,2,0,0,328,0,1,2,123,4,1,4,0,0,1,1,z,11,12,z,z,z,0,53,z,0,0,87,35,10.8025,z,551,122,14,415,0,z,z,z,z,325,328,99.09,35,10.8025,z,124,2,4,7,124,32,3,z,z,z,z,z,z,z,324,z,324,36,,z
2023,Calendar year,Local authority,E92000001,England,E12000005,West Midlands,E08000028,333,Sandwell,z,,z,2,0.4049,z,58,7.754,0,0,8,502,0,0,0,0,4,2,3,2,0,22,4,z,66,23,z,z,z,1,2,z,0,0,129,156,32.1649,z,748,110,20,560,0,z,z,z,z,492,494,99.6,132,35.2,z,0,0,0,0,0,0,0,z,z,z,z,z,z,z,485,z,375,0,,z
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000018,313,Hounslow,z,,z,26,7.1429,z,188,32.8671,5,9,1,365,23,0,0,0,19,12,2,7,0,104,3,z,68,22,z,z,z,5,8,z,0,0,250,312,92.5816,z,572,49,15,320,0,z,z,z,z,338,364,92.86,284,94.0397,z,23,3,0,28,23,38,19,z,z,z,z,z,z,z,337,z,302,46,,z
2023,Calendar year,Local authority,E92000001,England,E12000008,South East,E10000032,938,West Sussex,z,,z,24,3.0809,z,717,36.8448,1,5,11,790,67,0,14,608,4,26,8,1,0,265,5,z,19,4,z,z,z,8,13,z,0,0,353,25,3.5714,z,1946,71,0,1158,0,z,z,z,z,755,779,96.92,25,3.5714,z,0,0,0,122,689,4,117,z,z,z,z,z,z,z,700,z,700,5,,z
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000006,305,Bromley,z,,z,18,3.01,z,319,37.7962,5,1,0,598,11,0,4,0,0,0,1,0,0,70,3,z,9,0,z,z,z,4,0,z,0,0,87,165,28.5962,z,844,31,2,492,0,z,z,z,z,580,598,96.99,164,34.8936,z,11,0,0,27,26,44,26,z,z,z,z,z,z,z,577,z,470,49,,z
2023,Calendar year,Local authority,E92000001,England,E12000006,East of England,E06000034,883,Thurrock,z,,z,9,2.9221,z,163,31.8359,1,4,2,310,0,0,0,0,5,3,1,21,0,42,7,z,28,2,z,z,z,3,3,z,0,3,118,262,88.5135,z,512,36,0,313,0,z,z,z,z,299,308,97.08,262,88.5135,z,0,5,0,5,7,9,1,z,z,z,z,z,z,z,296,z,296,15,,z
2023,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000036,867,Bracknell Forest,z,,z,0,0,z,108,31.2139,1,2,0,270,1,1,5,5,0,3,1,11,0,27,1,z,18,5,z,z,z,1,0,z,0,0,67,102,39.8438,z,346,18,0,220,0,z,z,z,z,270,270,100,102,40.3162,z,12,0,0,4,12,23,2,z,z,z,z,z,z,z,256,z,253,24,,z
2023,Calendar year,Local authority,E92000001,England,E12000005,West Midlands,E08000025,330,Birmingham,z,,z,21,1.7241,z,840,33.2278,58,34,4,1223,36,0,0,270,5,173,4,8,0,858,10,z,216,96,z,z,z,6,21,z,2,0,1399,652,58.8979,z,2528,193,5,1490,2,z,z,z,z,1197,1218,98.28,603,60.5422,z,12,67,53,127,60,376,40,z,z,z,z,z,z,z,1107,z,996,501,,z
2023,Calendar year,Local authority,E92000001,England,E12000005,West Midlands,E06000051,893,Shropshire,z,,z,22,3.0812,z,117,12.7036,9,2,6,720,7,4,5,82,4,2,2,21,0,42,3,z,31,32,z,z,z,0,40,z,1,0,178,253,37.988,z,921,111,0,693,2,z,z,z,z,692,714,96.92,250,38.3436,z,2,5,4,9,100,50,3,z,z,z,z,z,z,z,666,z,652,64,,z
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000028,210,Southwark,z,,z,10,2.2173,z,301,37.8616,0,2,0,451,17,0,0,0,15,26,2,6,0,13,28,z,61,25,z,z,z,1,16,z,0,0,193,74,19.2208,z,795,21,3,470,0,z,z,z,z,441,451,97.78,74,19.2208,z,0,2,11,28,17,62,15,z,z,z,z,z,z,z,385,z,385,64,,z
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000004,808,Stockton-on-Tees,z,,z,89,20.6977,z,109,19.7464,27,11,0,430,3,0,0,0,1,1,3,48,0,72,15,z,51,17,z,z,z,2,3,z,0,17,230,329,99.0964,z,552,14,4,425,0,z,z,z,z,341,430,79.3,329,99.3958,z,0,19,12,26,13,8,3,z,z,z,z,z,z,z,332,z,331,54,,z
2023,Calendar year,Local authority,E92000001,England,E12000002,North West,E06000050,896,Cheshire West and Chester,z,,z,31,4.6687,z,360,37.7754,26,20,0,664,15,0,0,0,2,1,2,67,0,51,19,z,11,14,z,z,z,2,17,z,0,14,200,33,6.5217,z,953,18,3,572,0,z,z,z,z,633,664,95.33,33,6.5217,z,15,0,0,22,15,82,2,z,z,z,z,z,z,z,506,z,506,108,,z
2023,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000041,872,Wokingham,z,,z,55,13.9594,z,95,21.2528,8,8,0,394,12,0,0,0,1,0,0,5,0,42,9,z,23,5,z,z,z,2,11,z,0,0,98,188,61.039,z,447,36,4,312,0,z,z,z,z,339,394,86.04,159,71.6216,z,0,7,1,19,12,28,10,z,z,z,z,z,z,z,308,z,222,43,,z
2023,Calendar year,Local authority,E92000001,England,E12000009,South West,E06000027,880,Torbay,z,,z,12,6.1224,z,124,35.4286,1,1,0,196,0,0,0,109,0,2,2,21,0,123,9,z,33,21,z,z,z,43,10,z,0,0,264,85,46.1957,z,350,26,4,196,0,z,z,z,z,184,196,93.88,85,46.1957,z,0,0,3,10,3,10,6,z,z,z,z,z,z,z,184,z,184,11,,z
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000016,311,Havering,z,,z,10,2.0121,z,139,21.821,0,0,0,497,17,0,10,225,1,8,0,0,0,103,9,z,44,12,z,z,z,0,0,z,0,0,177,459,94.2505,z,637,1,3,494,0,z,z,z,z,487,497,97.99,459,94.2505,z,52,0,0,7,280,1,7,z,z,z,z,z,z,z,487,z,487,1,,z
2023,Calendar year,Local authority,E92000001,England,E12000002,North West,E06000063,942,Cumberland,z,,z,21,4.9645,z,129,23.412,5,0,0,423,6,4,6,109,3,0,1,38,0,163,10,z,33,7,z,z,z,1,4,z,0,0,260,104,26.4631,z,551,22,0,400,0,z,z,z,z,402,423,95.04,104,27.0833,z,0,4,2,6,125,15,4,z,z,z,z,z,z,z,393,z,384,24,,z
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000036,384,Wakefield,z,,z,20,3.7594,z,50,5.8343,7,1,0,532,0,0,0,0,0,1,4,0,0,108,4,z,45,19,z,z,z,1,4,z,0,0,186,451,89.3069,z,857,115,0,692,0,z,z,z,z,512,532,96.24,451,89.3069,z,0,0,0,8,0,38,7,z,z,z,z,z,z,z,505,z,505,45,,z
2023,Calendar year,Local authority,E92000001,England,E12000005,West Midlands,E10000028,860,Staffordshire,z,,z,20,1.9512,z,898,44.2583,1,7,0,1025,24,0,0,0,3,12,5,31,0,307,38,z,151,68,z,z,z,1,24,z,0,0,640,231,28.1022,z,2029,181,9,941,0,z,z,z,z,1005,1025,98.05,226,31.0867,z,0,17,32,188,24,126,149,z,z,z,z,z,z,z,822,z,727,144,,z
2023,Calendar year,Local authority,E92000001,England,E12000009,South West,E06000058,839,"Bournemouth, Christchurch and Poole",z,,z,51,13.9726,z,354,39.2027,24,14,0,366,14,0,0,0,7,7,2,29,0,147,16,z,56,22,z,z,z,4,16,z,0,0,306,13,4.7619,z,903,13,3,533,0,z,z,z,z,314,365,86.03,13,4.7619,z,0,0,0,23,14,81,9,z,z,z,z,z,z,z,273,z,273,105,,z
2023,Calendar year,Local authority,E92000001,England,E12000006,East of England,E06000031,874,Peterborough,z,,z,5,1.1468,z,176,32.0583,115,0,0,436,6,0,0,0,0,4,1,3,0,16,2,z,14,0,z,z,z,0,4,z,0,0,44,217,68.8889,z,549,32,2,339,0,z,z,z,z,431,436,98.85,214,82.9457,z,0,0,0,0,0,80,0,z,z,z,z,z,z,z,315,z,258,195,,z
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E06000010,810,"Kingston upon Hull, City of",z,,z,24,4.918,z,193,22.4419,6,1,0,488,3,12,13,146,4,24,0,3,0,102,9,z,36,17,z,z,z,0,0,z,0,0,195,138,30.3965,z,860,65,4,598,0,z,z,z,z,464,488,95.08,125,28.4738,z,35,6,6,16,198,57,9,z,z,z,z,z,z,z,454,z,439,69,,z
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000022,208,Lambeth,z,,z,2,0.4415,z,186,30.4918,1,0,3,456,12,0,4,194,6,11,3,2,0,23,32,z,73,39,z,z,z,2,3,z,0,0,194,320,72.5624,z,610,41,2,381,0,z,z,z,z,451,453,99.56,231,71.517,z,136,5,6,15,210,38,9,z,z,z,z,z,z,z,441,z,323,44,,z
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000001,201,City of London,z,,z,0,0,z,0,0,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,z,2,0,z,z,z,0,0,z,0,0,2,5,100,z,2,0,0,2,0,z,z,z,z,5,5,100,5,100,z,0,0,0,0,3,0,0,z,z,z,z,z,z,z,5,z,5,0,,z
2023,Calendar year,Local authority,E92000001,England,E12000009,South West,E10000008,878,Devon,z,,z,288,21.3808,z,753,35.0559,76,63,0,1347,35,0,0,0,7,6,4,93,0,375,35,z,82,39,z,z,z,5,78,z,0,68,792,48,4.898,z,2148,94,9,1292,2,z,z,z,z,1059,1347,78.62,48,4.898,z,40,33,6,130,59,86,61,z,z,z,z,z,z,z,980,z,980,195,,z
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000019,206,Islington,z,,z,12,3.8462,z,133,31.0023,4,6,0,312,6,0,6,285,4,0,1,1,0,100,1,z,28,11,z,z,z,0,1,z,0,0,147,180,62.9371,z,429,48,0,248,0,z,z,z,z,300,312,96.15,176,65.9176,z,114,3,10,42,302,15,26,z,z,z,z,z,z,z,286,z,267,22,,z
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000024,315,Merton,z,,z,15,3.6232,z,135,25.2809,5,0,2,416,5,0,12,29,12,14,4,21,0,122,16,z,105,36,z,z,z,4,11,z,0,0,345,199,50.3797,z,534,16,10,373,2,z,z,z,z,399,414,96.38,191,67.2535,z,0,3,1,4,46,17,3,z,z,z,z,z,z,z,395,z,284,25,,z
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000004,303,Bexley,z,,z,1,0.2415,z,144,21.4605,0,1,0,414,0,0,0,187,3,15,3,4,0,33,7,z,88,26,z,z,z,2,0,z,0,0,181,325,81.864,z,671,47,12,468,0,z,z,z,z,413,414,99.76,324,84.8168,z,0,1,2,12,11,26,9,z,z,z,z,z,z,z,397,z,382,27,,z
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000023,209,Lewisham,z,,z,30,9.9668,z,248,30.2071,12,4,0,301,7,1,5,321,3,0,1,0,0,0,0,z,87,39,z,z,z,0,128,z,0,0,258,175,67.0498,z,821,51,2,520,0,z,z,z,z,271,301,90.03,145,98.6395,z,7,0,0,23,517,60,19,z,z,z,z,z,z,z,261,z,147,72,,z
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000021,314,Kingston upon Thames,z,,z,14,5.6,z,74,22.4924,1,4,2,252,7,0,0,0,4,12,2,20,0,14,21,z,42,19,z,z,z,0,8,z,0,0,142,106,47.3214,z,329,39,0,216,0,z,z,z,z,236,250,94.4,106,47.3214,z,5,2,3,14,12,4,7,z,z,z,z,z,z,z,224,z,224,7,,z
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000019,373,Sheffield,z,,z,46,4.3935,z,386,31.8219,8,9,0,1047,15,1,10,371,7,5,7,16,0,157,23,z,73,39,z,z,z,1,4,z,0,0,332,522,52.834,z,1213,24,7,796,0,z,z,z,z,1001,1047,95.61,522,53.1027,z,19,28,63,109,415,70,37,z,z,z,z,z,z,z,988,z,983,106,,z
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000005,841,Darlington,z,,z,2,1.0417,z,26,11.5044,4,0,0,192,2,0,10,34,0,0,1,3,0,23,3,z,24,7,z,z,z,0,18,z,0,0,79,141,83.9286,z,226,17,0,183,0,z,z,z,z,190,192,98.96,141,83.9286,z,0,2,0,4,46,13,4,z,z,z,z,z,z,z,168,z,168,19,,z
2023,Calendar year,Local authority,E92000001,England,E12000009,South West,E06000053,420,Isles of Scilly,z,,z,0,0,z,2,25,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,z,0,1,z,z,z,0,0,z,0,0,1,0,0,z,8,0,0,6,0,z,z,z,z,4,4,100,0,0,z,0,0,0,0,0,1,0,z,z,z,z,z,z,z,4,z,4,1,,z
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000030,211,Tower Hamlets,z,,z,13,1.7473,z,167,18.722,6,0,23,767,0,0,0,0,0,4,2,2,0,0,2,z,38,6,z,z,z,3,0,z,0,0,57,334,46.583,z,892,97,3,625,0,z,z,z,z,731,744,98.25,320,48.2655,z,0,0,2,12,14,49,10,z,z,z,z,z,z,z,717,z,663,55,,z
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000027,318,Richmond upon Thames,z,,z,11,4.1353,z,75,22.3881,1,3,1,267,10,0,6,0,9,9,0,31,0,17,24,z,32,14,z,z,z,1,9,z,0,0,146,103,45.3744,z,335,41,0,219,2,z,z,z,z,255,266,95.86,102,45.1327,z,7,3,9,22,23,4,10,z,z,z,z,z,z,z,227,z,226,8,,z
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E08000022,392,North Tyneside,z,,z,38,16.5217,z,203,46.1364,9,8,0,230,5,5,13,85,1,6,6,32,0,50,12,z,30,16,z,z,z,1,45,z,0,0,199,118,73.2919,z,440,24,6,207,0,z,z,z,z,192,230,83.48,118,78.6667,z,64,4,21,59,148,36,30,z,z,z,z,z,z,z,161,z,150,49,,z
2023,Calendar year,Local authority,E92000001,England,E12000009,South West,E10000013,916,Gloucestershire,z,,z,88,9.9886,z,455,31.6852,32,16,1,1003,48,0,2,0,5,3,5,0,0,200,1,z,44,19,z,z,z,5,0,z,2,1,285,259,35.0474,z,1436,46,0,935,0,z,z,z,z,793,881,90.01,259,35.0474,z,0,26,55,132,50,121,61,z,z,z,z,z,z,z,739,z,739,179,,z
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000001,805,Hartlepool,z,,z,2,1.6529,z,60,36.1446,1,1,0,121,0,2,1,56,0,0,0,14,0,47,3,z,9,10,z,z,z,0,0,z,0,0,83,51,43.9655,z,166,2,0,104,0,z,z,z,z,119,121,98.35,51,44.3478,z,0,0,1,10,57,5,8,z,z,z,z,z,z,z,116,z,115,6,,z
2023,Calendar year,Local authority,E92000001,England,E12000009,South West,E06000024,802,North Somerset,z,,z,76,14.9606,z,201,24.7232,18,1,0,508,13,0,0,0,1,7,4,15,0,25,11,z,25,21,z,z,z,1,3,z,0,0,113,151,36.5617,z,813,43,3,566,0,z,z,z,z,432,508,85.04,150,41.6667,z,0,2,1,8,13,20,6,z,z,z,z,z,z,z,413,z,360,40,,z
2023,Calendar year,Local authority,E92000001,England,E12000002,North West,E08000004,353,Oldham,z,,z,81,15.283,z,210,27.8884,54,7,0,530,19,0,3,0,3,0,5,20,0,33,1,z,0,0,z,z,z,0,0,z,0,0,62,394,92.7059,z,753,28,2,513,0,z,z,z,z,449,530,84.72,383,95.0372,z,0,0,0,23,22,112,16,z,z,z,z,z,z,z,425,z,403,166,,z
2023,Calendar year,Local authority,E92000001,England,E12000006,East of England,E10000029,935,Suffolk,z,,z,7,0.6679,z,384,17.786,1,1,0,1048,35,0,58,1786,2,4,1,10,0,8,5,z,26,16,z,z,z,4,2,z,0,0,78,35,3.876,z,2159,110,1,1664,0,z,z,z,z,1041,1048,99.33,35,3.876,z,0,15,65,118,1879,338,52,z,z,z,z,z,z,z,903,z,903,354,,z
2023,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000046,921,Isle of Wight,z,,z,,x,z,,x,x,x,x,x,,,,,x,x,x,x,x,x,x,z,x,x,z,z,z,x,x,z,x,x,x,,x,z,x,x,x,x,x,z,z,z,z,,,x,,x,z,,x,x,x,,x,x,z,z,z,z,z,z,z,,z,,,,z
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E06000016,856,Leicester,z,,z,,x,z,,x,x,x,x,x,,,,,x,x,x,x,x,x,x,z,x,x,z,z,z,x,x,z,x,x,x,,x,z,x,x,x,x,x,z,z,z,z,,,x,,x,z,,x,x,x,,x,x,z,z,z,z,z,z,z,,z,,,,z
