new_la_code,la_name,region_code,region_name,headcount,TTperm_excl,TTperm_excl_rate,TTsuspension,TTsusp_rate,TTone_plus_susp,TTone_plus_susp_rate,perm_excl,perm_excl_rate,suspension,susp_rate,one_plus_susp,one_plus_susp_rate,SEN provision - SEN with an EHC plan,SEN provision - SEN without an EHC plan/SEN support,SEN provision - No SEN
E06000001,Hartlepool,E12000001,North East,15117.0,22.0,0.14553,2995.0,19.81213,794.0,5.25236,0,0.0,107,19.48998179,24,4.371584699,549.0,,
E06000001,Hartlepool,E12000001,North East,15117.0,22.0,0.14553,2995.0,19.81213,794.0,5.25236,7,0.303687636,832,36.09544469,202,8.763557484,,2305.0,
E06000001,Hartlepool,E12000001,North East,15117.0,22.0,0.14553,2995.0,19.81213,794.0,5.25236,15,0.122319171,2056,16.76588111,568,4.631819294,,,12263.0
E06000002,Middlesbrough,E12000001,North East,25753.0,73.0,0.28346,7256.0,28.17536,1437.0,5.57993,1,0.083682008,281,23.51464435,92,7.69874477,1195.0,,
E06000002,Middlesbrough,E12000001,North East,25753.0,73.0,0.28346,7256.0,28.17536,1437.0,5.57993,33,0.902132313,2469,67.4958994,439,12.00109349,,3658.0,
E06000002,Middlesbrough,E12000001,North East,25753.0,73.0,0.28346,7256.0,28.17536,1437.0,5.57993,39,0.186602871,4506,21.55980861,906,4.33492823,,,20900.0
E06000003,Redcar and Cleveland,E12000001,North East,21262.0,61.0,0.2869,6971.0,32.78619,1196.0,5.62506,0,0.0,511,54.18875928,101,10.71049841,943.0,,
E06000003,Redcar and Cleveland,E12000001,North East,21262.0,61.0,0.2869,6971.0,32.78619,1196.0,5.62506,25,0.825354903,2379,78.54077253,346,11.42291185,,3029.0,
E06000003,Redcar and Cleveland,E12000001,North East,21262.0,61.0,0.2869,6971.0,32.78619,1196.0,5.62506,36,0.20821284,4081,23.60323887,749,4.331983806,,,17290.0
E06000047,County Durham,E12000001,North East,73311.0,85.0,0.11594,6704.0,9.1446,2648.0,3.61201,1,0.034025179,413,14.05239878,185,6.294658047,2939.0,,
E06000047,County Durham,E12000001,North East,73311.0,85.0,0.11594,6704.0,9.1446,2648.0,3.61201,37,0.346701649,2417,22.64805097,866,8.114692654,,10672.0,
E06000047,County Durham,E12000001,North East,73311.0,85.0,0.11594,6704.0,9.1446,2648.0,3.61201,47,0.078726968,3874,6.489112228,1597,2.675041876,,,59700.0
E08000011,Knowsley,E12000002,North West,21402.0,33.0,0.15419,1376.0,6.42931,700.0,3.27072,0,0.0,109,8.630245447,54,4.275534442,1263.0,,
E08000011,Knowsley,E12000002,North West,21402.0,33.0,0.15419,1376.0,6.42931,700.0,3.27072,16,0.095357292,727,4.332796949,396,2.360092973,,,16779.0
E08000011,Knowsley,E12000002,North West,21402.0,33.0,0.15419,1376.0,6.42931,700.0,3.27072,17,0.505952381,540,16.07142857,250,7.44047619,,3360.0,
E08000006,Salford,E12000002,North West,38390.0,67.0,0.17452,4616.0,12.02396,1728.0,4.50117,1,0.052521008,316,16.59663866,129,6.775210084,1904.0,,
E08000006,Salford,E12000002,North West,38390.0,67.0,0.17452,4616.0,12.02396,1728.0,4.50117,31,0.102843114,2553,8.469628106,994,3.297614703,,,30143.0
E08000006,Salford,E12000002,North West,38390.0,67.0,0.17452,4616.0,12.02396,1728.0,4.50117,35,0.551789374,1747,27.54217247,605,9.538073467,,6343.0,
E06000004,Stockton-on-Tees,E12000001,North East,32300.0,85.0,0.26316,5894.0,18.24768,1448.0,4.48297,5,0.357398142,361,25.80414582,113,8.077197999,1399.0,,
E06000004,Stockton-on-Tees,E12000001,North East,32300.0,85.0,0.26316,5894.0,18.24768,1448.0,4.48297,25,0.620655412,1622,40.26812314,365,9.061569017,,4028.0,
E06000004,Stockton-on-Tees,E12000001,North East,32300.0,85.0,0.26316,5894.0,18.24768,1448.0,4.48297,55,0.204666394,3911,14.5536412,970,3.609570945,,,26873.0
E08000018,Rotherham,E12000003,Yorkshire and The Humber,45062.0,62.0,0.13759,5352.0,11.87697,1781.0,3.95233,5,0.243190661,494,24.02723735,185,8.998054475,2056.0,,
E08000018,Rotherham,E12000003,Yorkshire and The Humber,45062.0,62.0,0.13759,5352.0,11.87697,1781.0,3.95233,26,0.072278439,2756,7.661514511,981,2.727121094,,,35972.0
E08000018,Rotherham,E12000003,Yorkshire and The Humber,45062.0,62.0,0.13759,5352.0,11.87697,1781.0,3.95233,31,0.44071652,2102,29.88342337,615,8.743247086,,7034.0,
E08000035,Leeds,E12000003,Yorkshire and The Humber,131359.0,19.0,0.01446,13500.0,10.27718,4971.0,3.78429,0,0.0,373,11.24510099,144,4.341272234,3317.0,,
E08000035,Leeds,E12000003,Yorkshire and The Humber,131359.0,19.0,0.01446,13500.0,10.27718,4971.0,3.78429,8,0.040741495,4796,24.42452638,1597,8.133020982,,19636.0,
E08000035,Leeds,E12000003,Yorkshire and The Humber,131359.0,19.0,0.01446,13500.0,10.27718,4971.0,3.78429,11,0.01014704,8331,7.684998985,3230,2.979539878,,,108406.0
E10000023,North Yorkshire,E12000003,Yorkshire and The Humber,82875.0,75.0,0.0905,8184.0,9.87511,2803.0,3.3822,9,0.28125,853,26.65625,308,9.625,3200.0,,
E10000023,North Yorkshire,E12000003,Yorkshire and The Humber,82875.0,75.0,0.0905,8184.0,9.87511,2803.0,3.3822,33,0.047493632,4405,6.33968021,1663,2.393391189,,,69483.0
E10000023,North Yorkshire,E12000003,Yorkshire and The Humber,82875.0,75.0,0.0905,8184.0,9.87511,2803.0,3.3822,33,0.323783359,2926,28.70879121,832,8.163265306,,10192.0,
E06000005,Darlington,E12000001,North East,15979.0,29.0,0.18149,2227.0,13.93704,667.0,4.17423,1,0.142653352,203,28.95863053,60,8.559201141,701.0,,
E06000005,Darlington,E12000001,North East,15979.0,29.0,0.18149,2227.0,13.93704,667.0,4.17423,13,0.099365589,1138,8.698310785,390,2.980967668,,,13083.0
E06000005,Darlington,E12000001,North East,15979.0,29.0,0.18149,2227.0,13.93704,667.0,4.17423,15,0.683371298,886,40.36446469,217,9.886104784,,2195.0,
E06000057,Northumberland,E12000001,North East,45428.0,89.0,0.19591,6149.0,13.5357,1841.0,4.05257,0,0.0,946,41.85840708,244,10.79646018,2260.0,,
E06000057,Northumberland,E12000001,North East,45428.0,89.0,0.19591,6149.0,13.5357,1841.0,4.05257,33,0.554435484,1670,28.0577957,460,7.728494624,,5952.0,
E06000057,Northumberland,E12000001,North East,45428.0,89.0,0.19591,6149.0,13.5357,1841.0,4.05257,56,0.150472915,3533,9.493228719,1137,3.055137575,,,37216.0
E08000021,Newcastle upon Tyne,E12000001,North East,42140.0,61.0,0.14476,7028.0,16.67774,2308.0,5.47698,3,0.156331423,459,23.91870766,195,10.16154247,1919.0,,
E08000021,Newcastle upon Tyne,E12000001,North East,42140.0,61.0,0.14476,7028.0,16.67774,2308.0,5.47698,18,0.33463469,1591,29.57798847,497,9.23963562,,5379.0,
E08000021,Newcastle upon Tyne,E12000001,North East,42140.0,61.0,0.14476,7028.0,16.67774,2308.0,5.47698,40,0.114803972,4978,14.28735434,1616,4.638080478,,,34842.0
E08000022,North Tyneside,E12000001,North East,31311.0,87.0,0.27786,3014.0,9.62601,1143.0,3.65047,6,0.36407767,269,16.32281553,130,7.888349515,1648.0,,
E08000022,North Tyneside,E12000001,North East,31311.0,87.0,0.27786,3014.0,9.62601,1143.0,3.65047,30,0.787401575,811,21.28608924,299,7.847769029,,3810.0,
E08000022,North Tyneside,E12000001,North East,31311.0,87.0,0.27786,3014.0,9.62601,1143.0,3.65047,51,0.197269176,1934,7.480756585,714,2.76176846,,,25853.0
E06000009,Blackpool,E12000002,North West,19879.0,43.0,0.21631,3757.0,18.89934,1066.0,5.36244,3,0.311850312,319,33.16008316,94,9.771309771,962.0,,
E06000009,Blackpool,E12000002,North West,19879.0,43.0,0.21631,3757.0,18.89934,1066.0,5.36244,17,0.108335458,1981,12.62426714,589,3.753504971,,,15692.0
E06000009,Blackpool,E12000002,North West,19879.0,43.0,0.21631,3757.0,18.89934,1066.0,5.36244,23,0.713178295,1457,45.17829457,383,11.87596899,,3225.0,
E06000010,"Kingston upon Hull, City of",E12000003,Yorkshire and The Humber,42692.0,32.0,0.07496,5309.0,12.43559,1797.0,4.20922,0,0.0,302,16.85267857,139,7.756696429,1792.0,,
E06000010,"Kingston upon Hull, City of",E12000003,Yorkshire and The Humber,42692.0,32.0,0.07496,5309.0,12.43559,1797.0,4.20922,12,0.205233453,1200,20.52334531,408,6.977937404,,5847.0,
E06000010,"Kingston upon Hull, City of",E12000003,Yorkshire and The Humber,42692.0,32.0,0.07496,5309.0,12.43559,1797.0,4.20922,20,0.057056457,3807,10.86069666,1250,3.566028585,,,35053.0
E08000023,South Tyneside,E12000001,North East,22654.0,35.0,0.1545,1214.0,5.35888,595.0,2.62647,1,0.091407678,105,9.597806216,44,4.021937843,1094.0,,
E08000023,South Tyneside,E12000001,North East,22654.0,35.0,0.1545,1214.0,5.35888,595.0,2.62647,14,0.079167609,642,3.630400362,343,1.939606424,,,17684.0
E08000023,South Tyneside,E12000001,North East,22654.0,35.0,0.1545,1214.0,5.35888,595.0,2.62647,20,0.515995872,467,12.04850361,208,5.366357069,,3876.0,
E06000011,East Riding of Yorkshire,E12000003,Yorkshire and The Humber,45612.0,60.0,0.13154,3623.0,7.94309,1433.0,3.14172,5,0.255102041,382,19.48979592,167,8.520408163,1960.0,,
E06000011,East Riding of Yorkshire,E12000003,Yorkshire and The Humber,45612.0,60.0,0.13154,3623.0,7.94309,1433.0,3.14172,22,0.429184549,878,17.1283652,340,6.632852126,,5126.0,
E06000011,East Riding of Yorkshire,E12000003,Yorkshire and The Humber,45612.0,60.0,0.13154,3623.0,7.94309,1433.0,3.14172,33,0.08565644,2363,6.13352022,926,2.403571614,,,38526.0
E08000024,Sunderland,E12000001,North East,40869.0,90.0,0.22022,5890.0,14.4119,1854.0,4.53645,6,0.356718193,561,33.35315101,186,11.05826397,1682.0,,
E08000024,Sunderland,E12000001,North East,40869.0,90.0,0.22022,5890.0,14.4119,1854.0,4.53645,34,0.102526989,3457,10.42458235,1115,3.36228213,,,33162.0
E08000024,Sunderland,E12000001,North East,40869.0,90.0,0.22022,5890.0,14.4119,1854.0,4.53645,50,0.829875519,1872,31.07053942,553,9.178423237,,6025.0,
E08000037,Gateshead,E12000001,North East,28791.0,66.0,0.22924,3730.0,12.95544,1144.0,3.97346,1,0.079554495,149,11.85361973,64,5.091487669,1257.0,,
E08000037,Gateshead,E12000001,North East,28791.0,66.0,0.22924,3730.0,12.95544,1144.0,3.97346,29,0.768211921,1264,33.48344371,319,8.450331126,,3775.0,
E08000037,Gateshead,E12000001,North East,28791.0,66.0,0.22924,3730.0,12.95544,1144.0,3.97346,36,0.151521529,2317,9.752093943,761,3.202996759,,,23759.0
E06000006,Halton,E12000002,North West,18814.0,41.0,0.21792,1857.0,9.87031,747.0,3.97045,1,0.112359551,112,12.58426966,42,4.719101124,890.0,,
E06000006,Halton,E12000002,North West,18814.0,41.0,0.21792,1857.0,9.87031,747.0,3.97045,19,0.683453237,555,19.96402878,195,7.014388489,,2780.0,
E06000006,Halton,E12000002,North West,18814.0,41.0,0.21792,1857.0,9.87031,747.0,3.97045,21,0.13866878,1190,7.857897517,510,3.367670365,,,15144.0
E06000007,Warrington,E12000002,North West,33173.0,23.0,0.06933,1923.0,5.79688,740.0,2.23073,0,0.0,340,27.22177742,103,8.246597278,1249.0,,
E06000007,Warrington,E12000002,North West,33173.0,23.0,0.06933,1923.0,5.79688,740.0,2.23073,10,0.265251989,524,13.89920424,216,5.729442971,,3770.0,
E06000007,Warrington,E12000002,North West,33173.0,23.0,0.06933,1923.0,5.79688,740.0,2.23073,13,0.046174611,1059,3.761454855,421,1.49534702,,,28154.0
E08000001,Bolton,E12000002,North West,53273.0,109.0,0.20461,6472.0,12.14874,2167.0,4.06773,3,0.131233596,596,26.07174103,192,8.398950131,2286.0,,
E08000001,Bolton,E12000002,North West,53273.0,109.0,0.20461,6472.0,12.14874,2167.0,4.06773,44,0.098407586,3785,8.46528896,1408,3.149042763,,,44712.0
E08000001,Bolton,E12000002,North West,53273.0,109.0,0.20461,6472.0,12.14874,2167.0,4.06773,62,0.988047809,2091,33.32270916,567,9.035856574,,6275.0,
E06000008,Blackburn with Darwen,E12000002,North West,27761.0,35.0,0.12608,1887.0,6.79731,948.0,3.41486,0,0.0,120,11.75318315,54,5.288932419,1021.0,,
E06000008,Blackburn with Darwen,E12000002,North West,27761.0,35.0,0.12608,1887.0,6.79731,948.0,3.41486,15,0.066044382,1121,4.935716802,606,2.668193026,,,22712.0
E06000008,Blackburn with Darwen,E12000002,North West,27761.0,35.0,0.12608,1887.0,6.79731,948.0,3.41486,20,0.49652433,646,16.03773585,288,7.149950348,,4028.0,
E08000005,Rochdale,E12000002,North West,37780.0,83.0,0.21969,4668.0,12.35574,1799.0,4.76178,3,0.173210162,563,32.50577367,179,10.33487298,1732.0,,
E08000005,Rochdale,E12000002,North West,37780.0,83.0,0.21969,4668.0,12.35574,1799.0,4.76178,33,0.693568726,1234,25.93526692,445,9.352669189,,4758.0,
E08000005,Rochdale,E12000002,North West,37780.0,83.0,0.21969,4668.0,12.35574,1799.0,4.76178,47,0.150207734,2871,9.175455417,1175,3.755193353,,,31290.0
E08000008,Tameside,E12000002,North West,37443.0,64.0,0.17093,5367.0,14.33379,1848.0,4.9355,2,0.119976005,509,30.53389322,181,10.85782843,1667.0,,
E08000008,Tameside,E12000002,North West,37443.0,64.0,0.17093,5367.0,14.33379,1848.0,4.9355,19,0.3685742,1486,28.82638215,466,9.039767216,,5155.0,
E08000008,Tameside,E12000002,North West,37443.0,64.0,0.17093,5367.0,14.33379,1848.0,4.9355,43,0.140426505,3372,11.01205055,1201,3.922144933,,,30621.0
E06000049,Cheshire East,E12000002,North West,57034.0,51.0,0.08942,3744.0,6.56451,1538.0,2.69664,1,0.038895371,427,16.60832361,196,7.623492804,2571.0,,
E06000049,Cheshire East,E12000002,North West,57034.0,51.0,0.08942,3744.0,6.56451,1538.0,2.69664,21,0.391352963,1059,19.73537085,370,6.895266493,,5366.0,
E06000049,Cheshire East,E12000002,North West,57034.0,51.0,0.08942,3744.0,6.56451,1538.0,2.69664,29,0.059066745,2258,4.599059006,972,1.979754364,,,49097.0
E06000050,Cheshire West and Chester,E12000002,North West,51847.0,52.0,0.1003,3886.0,7.49513,1499.0,2.8912,3,0.127064803,304,12.87590004,136,5.760271072,2361.0,,
E06000050,Cheshire West and Chester,E12000002,North West,51847.0,52.0,0.1003,3886.0,7.49513,1499.0,2.8912,18,0.041488994,2253,5.193039069,900,2.074449695,,,43385.0
E06000050,Cheshire West and Chester,E12000002,North West,51847.0,52.0,0.1003,3886.0,7.49513,1499.0,2.8912,31,0.508113424,1329,21.78331421,463,7.588919849,,6101.0,
E08000002,Bury,E12000002,North West,29121.0,26.0,0.08928,2912.0,9.99966,1153.0,3.95934,3,0.215362527,337,24.19239052,109,7.824838478,1393.0,,
E08000002,Bury,E12000002,North West,29121.0,26.0,0.08928,2912.0,9.99966,1153.0,3.95934,11,0.313211845,806,22.9498861,279,7.944191344,,3512.0,
E08000002,Bury,E12000002,North West,29121.0,26.0,0.08928,2912.0,9.99966,1153.0,3.95934,12,0.049554014,1769,7.305087545,765,3.159068385,,,24216.0
E08000003,Manchester,E12000002,North West,92853.0,102.0,0.10985,10991.0,11.83699,4136.0,4.45435,8,0.161877782,1059,21.42857143,397,8.033184945,4942.0,,
E08000003,Manchester,E12000002,North West,92853.0,102.0,0.10985,10991.0,11.83699,4136.0,4.45435,45,0.343590135,3772,28.80048866,1234,9.422005039,,13097.0,
E08000003,Manchester,E12000002,North West,92853.0,102.0,0.10985,10991.0,11.83699,4136.0,4.45435,49,0.065495763,6160,8.233753041,2505,3.348303793,,,74814.0
E08000004,Oldham,E12000002,North West,45944.0,42.0,0.09142,3129.0,6.81046,1356.0,2.95142,1,0.041288192,304,12.55161024,152,6.27580512,2422.0,,
E08000004,Oldham,E12000002,North West,45944.0,42.0,0.09142,3129.0,6.81046,1356.0,2.95142,13,0.222869878,912,15.63517915,322,5.520315447,,5833.0,
E08000004,Oldham,E12000002,North West,45944.0,42.0,0.09142,3129.0,6.81046,1356.0,2.95142,28,0.074292234,1913,5.075751546,882,2.340205365,,,37689.0
E08000007,Stockport,E12000002,North West,43401.0,76.0,0.17511,4079.0,9.3984,1505.0,3.46766,4,0.192864031,436,21.02217936,169,8.148505304,2074.0,,
E08000007,Stockport,E12000002,North West,43401.0,76.0,0.17511,4079.0,9.3984,1505.0,3.46766,35,0.646472109,1341,24.7691171,459,8.478019948,,5414.0,
E08000007,Stockport,E12000002,North West,43401.0,76.0,0.17511,4079.0,9.3984,1505.0,3.46766,37,0.103026759,2302,6.409935121,877,2.442012642,,,35913.0
E08000009,Trafford,E12000002,North West,43670.0,51.0,0.11678,1716.0,3.92947,903.0,2.06778,7,0.345679012,296,14.61728395,136,6.716049383,2025.0,,
E08000009,Trafford,E12000002,North West,43670.0,51.0,0.11678,1716.0,3.92947,903.0,2.06778,16,0.354295837,417,9.233835252,209,4.627989371,,4516.0,
E08000009,Trafford,E12000002,North West,43670.0,51.0,0.11678,1716.0,3.92947,903.0,2.06778,28,0.07541275,1003,2.701392443,558,1.502868378,,,37129.0
E08000010,Wigan,E12000002,North West,47981.0,76.0,0.1584,3815.0,7.95106,1579.0,3.29089,5,0.255362615,398,20.32686415,151,7.71195097,1958.0,,
E08000010,Wigan,E12000002,North West,47981.0,76.0,0.1584,3815.0,7.95106,1579.0,3.29089,35,0.089838035,2014,5.169537206,892,2.289586488,,,38959.0
E08000010,Wigan,E12000002,North West,47981.0,76.0,0.1584,3815.0,7.95106,1579.0,3.29089,36,0.509626274,1403,19.8612684,536,7.587768969,,7064.0,
E08000014,Sefton,E12000002,North West,40369.0,35.0,0.0867,1977.0,4.89732,1104.0,2.73477,0,0.0,188,10.90487239,89,5.162412993,1724.0,,
E08000014,Sefton,E12000002,North West,40369.0,35.0,0.0867,1977.0,4.89732,1104.0,2.73477,16,0.286635614,630,11.28627732,318,5.696882838,,5582.0,
E08000014,Sefton,E12000002,North West,40369.0,35.0,0.0867,1977.0,4.89732,1104.0,2.73477,19,0.05746605,1159,3.505429029,697,2.108096664,,,33063.0
E08000012,Liverpool,E12000002,North West,76919.0,154.0,0.20021,9330.0,12.12964,3350.0,4.35523,23,0.620615219,847,22.85483001,303,8.175930923,3706.0,,
E08000012,Liverpool,E12000002,North West,76919.0,154.0,0.20021,9330.0,12.12964,3350.0,4.35523,59,0.467882633,2936,23.28310864,947,7.509912768,,12610.0,
E08000012,Liverpool,E12000002,North West,76919.0,154.0,0.20021,9330.0,12.12964,3350.0,4.35523,72,0.118806,5547,9.153012227,2100,3.465174991,,,60603.0
E08000017,Doncaster,E12000003,Yorkshire and The Humber,48053.0,82.0,0.17064,11633.0,24.20869,2760.0,5.74366,4,0.258064516,497,32.06451613,147,9.483870968,1550.0,,
E08000017,Doncaster,E12000003,Yorkshire and The Humber,48053.0,82.0,0.17064,11633.0,24.20869,2760.0,5.74366,30,0.475285171,3529,55.90937896,768,12.16730038,,6312.0,
E08000017,Doncaster,E12000003,Yorkshire and The Humber,48053.0,82.0,0.17064,11633.0,24.20869,2760.0,5.74366,48,0.119429723,7607,18.92712299,1845,4.590579981,,,40191.0
E08000013,St. Helens,E12000002,North West,27171.0,29.0,0.10673,2859.0,10.52225,1098.0,4.04107,4,0.367309458,315,28.92561983,97,8.907254362,1089.0,,
E08000013,St. Helens,E12000002,North West,27171.0,29.0,0.10673,2859.0,10.52225,1098.0,4.04107,10,0.236406619,1051,24.8463357,372,8.794326241,,4230.0,
E08000013,St. Helens,E12000002,North West,27171.0,29.0,0.10673,2859.0,10.52225,1098.0,4.04107,15,0.068643602,1493,6.83232656,629,2.878455061,,,21852.0
E10000017,Lancashire,E12000002,North West,176271.0,440.0,0.24962,16515.0,9.3691,6922.0,3.92691,27,0.392784405,1354,19.69741053,489,7.113762002,6874.0,,
E10000017,Lancashire,E12000002,North West,176271.0,440.0,0.24962,16515.0,9.3691,6922.0,3.92691,150,0.745712155,4802,23.87273179,1704,8.471290082,,20115.0,
E10000017,Lancashire,E12000002,North West,176271.0,440.0,0.24962,16515.0,9.3691,6922.0,3.92691,263,0.176176632,10359,6.939215713,4729,3.167830013,,,149282.0
E08000016,Barnsley,E12000003,Yorkshire and The Humber,35191.0,93.0,0.26427,7338.0,20.85192,1787.0,5.078,8,0.539447067,536,36.14295347,170,11.46325017,1483.0,,
E08000016,Barnsley,E12000003,Yorkshire and The Humber,35191.0,93.0,0.26427,7338.0,20.85192,1787.0,5.078,40,0.134930005,4839,16.32315736,1152,3.885984146,,,29645.0
E08000016,Barnsley,E12000003,Yorkshire and The Humber,35191.0,93.0,0.26427,7338.0,20.85192,1787.0,5.078,45,1.107555993,1963,48.31405365,465,11.44474526,,4063.0,
E08000036,Wakefield,E12000003,Yorkshire and The Humber,54568.0,45.0,0.08247,8124.0,14.88785,2397.0,4.39268,1,0.043898156,710,31.16769096,240,10.53555751,2278.0,,
E08000036,Wakefield,E12000003,Yorkshire and The Humber,54568.0,45.0,0.08247,8124.0,14.88785,2397.0,4.39268,14,0.191204589,2378,32.47746517,650,8.877355914,,7322.0,
E08000036,Wakefield,E12000003,Yorkshire and The Humber,54568.0,45.0,0.08247,8124.0,14.88785,2397.0,4.39268,30,0.066714108,5036,11.1990749,1507,3.351272016,,,44968.0
E06000012,North East Lincolnshire,E12000003,Yorkshire and The Humber,24052.0,40.0,0.16631,3293.0,13.69117,1117.0,4.6441,1,0.112739572,179,20.18038331,70,7.891770011,887.0,,
E06000012,North East Lincolnshire,E12000003,Yorkshire and The Humber,24052.0,40.0,0.16631,3293.0,13.69117,1117.0,4.6441,18,0.594059406,1026,33.86138614,327,10.79207921,,3030.0,
E06000012,North East Lincolnshire,E12000003,Yorkshire and The Humber,24052.0,40.0,0.16631,3293.0,13.69117,1117.0,4.6441,21,0.104296002,2088,10.37000248,720,3.575862925,,,20135.0
E06000014,York,E12000003,Yorkshire and The Humber,25517.0,15.0,0.05878,3281.0,12.85809,928.0,3.63679,1,0.112739572,239,26.94475761,75,8.455467869,887.0,,
E06000014,York,E12000003,Yorkshire and The Humber,25517.0,15.0,0.05878,3281.0,12.85809,928.0,3.63679,6,0.027282648,1961,8.916878865,570,2.591851582,,,21992.0
E06000014,York,E12000003,Yorkshire and The Humber,25517.0,15.0,0.05878,3281.0,12.85809,928.0,3.63679,8,0.303260045,1081,40.97801365,283,10.72782411,,2638.0,
E08000015,Wirral,E12000002,North West,50914.0,60.0,0.11785,3833.0,7.52838,1777.0,3.4902,6,0.243704305,505,20.51177904,199,8.082859464,2462.0,,
E08000015,Wirral,E12000002,North West,50914.0,60.0,0.11785,3833.0,7.52838,1777.0,3.4902,25,0.316616008,1440,18.23708207,618,7.82674772,,7896.0,
E08000015,Wirral,E12000002,North West,50914.0,60.0,0.11785,3833.0,7.52838,1777.0,3.4902,29,0.071506066,1888,4.655291449,960,2.367097347,,,40556.0
E06000015,Derby,E12000004,East Midlands,44649.0,27.0,0.06047,4797.0,10.7438,1690.0,3.78508,0,0.0,343,15.69075938,145,6.633119854,2186.0,,
E06000015,Derby,E12000004,East Midlands,44649.0,27.0,0.06047,4797.0,10.7438,1690.0,3.78508,9,0.024547909,3051,8.321741265,1074,2.929383847,,,36663.0
E06000015,Derby,E12000004,East Midlands,44649.0,27.0,0.06047,4797.0,10.7438,1690.0,3.78508,18,0.310344828,1403,24.18965517,471,8.120689655,,5800.0,
E10000006,Cumbria,E12000002,North West,70392.0,83.0,0.11791,4690.0,6.66269,2181.0,3.09836,2,0.065231572,524,17.09067189,205,6.686236138,3066.0,,
E10000006,Cumbria,E12000002,North West,70392.0,83.0,0.11791,4690.0,6.66269,2181.0,3.09836,31,0.357348703,1372,15.81556196,553,6.374639769,,8675.0,
E10000006,Cumbria,E12000002,North West,70392.0,83.0,0.11791,4690.0,6.66269,2181.0,3.09836,50,0.085250038,2794,4.763772144,1423,2.426216092,,,58651.0
E08000032,Bradford,E12000003,Yorkshire and The Humber,100316.0,149.0,0.14853,18504.0,18.44571,5493.0,5.4757,4,0.102014792,979,24.96812038,324,8.263198164,3921.0,,
E08000032,Bradford,E12000003,Yorkshire and The Humber,100316.0,149.0,0.14853,18504.0,18.44571,5493.0,5.4757,68,0.082142469,11997,14.49210587,3733,4.509379945,,,82783.0
E08000032,Bradford,E12000003,Yorkshire and The Humber,100316.0,149.0,0.14853,18504.0,18.44571,5493.0,5.4757,77,0.565677344,5528,40.61122539,1436,10.54951513,,13612.0,
E06000013,North Lincolnshire,E12000003,Yorkshire and The Humber,24633.0,27.0,0.10961,2758.0,11.19636,1011.0,4.10425,1,0.118483412,177,20.97156398,62,7.345971564,844.0,,
E06000013,North Lincolnshire,E12000003,Yorkshire and The Humber,24633.0,27.0,0.10961,2758.0,11.19636,1011.0,4.10425,8,0.230017251,928,26.68200115,309,8.884416331,,3478.0,
E06000013,North Lincolnshire,E12000003,Yorkshire and The Humber,24633.0,27.0,0.10961,2758.0,11.19636,1011.0,4.10425,18,0.088621929,1653,8.138447147,640,3.15100192,,,20311.0
E08000033,Calderdale,E12000003,Yorkshire and The Humber,36458.0,80.0,0.21943,4632.0,12.70503,1711.0,4.69307,7,0.462046205,336,22.17821782,99,6.534653465,1515.0,,
E08000033,Calderdale,E12000003,Yorkshire and The Humber,36458.0,80.0,0.21943,4632.0,12.70503,1711.0,4.69307,35,0.798175599,1389,31.67616876,420,9.578107184,,4385.0,
E08000033,Calderdale,E12000003,Yorkshire and The Humber,36458.0,80.0,0.21943,4632.0,12.70503,1711.0,4.69307,38,0.124353688,2907,9.513057137,1192,3.900778847,,,30558.0
