time_period,geographic_level,region_code,region_name,new_la_code,la_name,characteristic_group,perm_excl,perm_excl_rate,suspension,susp_rate,one_plus_susp,one_plus_susp_rate,SEN provision - SEN with an EHC plan,SEN provision - SEN without an EHC plan/SEN support,SEN provision - No SEN,new_la_code.1,num_schools,headcount,TTperm_excl.1,TTperm_excl_rate.1,TTsuspension.1,TTsusp_rate.1,TTone_plus_susp.1,TTone_plus_susp_rate.1
202223,Local authority,E12000002,North West,E08000013,St. Helens,SEN provision,4,0.367309458,315,28.92561983,97,8.907254362,1089,,,E08000013,67,27171,29,0.10673,2859,10.52225,1098,4.04107
202223,Local authority,E12000002,North West,E08000013,St. Helens,SEN provision,10,0.236406619,1051,24.8463357,372,8.794326241,,4230,,E08000013,67,27171,29,0.10673,2859,10.52225,1098,4.04107
202223,Local authority,E12000002,North West,E08000013,St. Helens,SEN provision,15,0.068643602,1493,6.83232656,629,2.878455061,,,21852,E08000013,67,27171,29,0.10673,2859,10.52225,1098,4.04107
202223,Local authority,E12000002,North West,E10000017,Lancashire,SEN provision,27,0.392784405,1354,19.69741053,489,7.113762002,6874,,,E10000017,595,176271,440,0.24962,16515,9.3691,6922,3.92691
202223,Local authority,E12000002,North West,E10000017,Lancashire,SEN provision,150,0.745712155,4802,23.87273179,1704,8.471290082,,20115,,E10000017,595,176271,440,0.24962,16515,9.3691,6922,3.92691
202223,Local authority,E12000002,North West,E10000017,Lancashire,SEN provision,263,0.176176632,10359,6.939215713,4729,3.167830013,,,149282,E10000017,595,176271,440,0.24962,16515,9.3691,6922,3.92691
202223,Local authority,E12000003,Yorkshire and The Humber,E08000016,Barnsley,SEN provision,8,0.539447067,536,36.14295347,170,11.46325017,1483,,,E08000016,90,35191,93,0.26427,7338,20.85192,1787,5.078
202223,Local authority,E12000003,Yorkshire and The Humber,E08000016,Barnsley,SEN provision,40,0.134930005,4839,16.32315736,1152,3.885984146,,,29645,E08000016,90,35191,93,0.26427,7338,20.85192,1787,5.078
202223,Local authority,E12000003,Yorkshire and The Humber,E08000016,Barnsley,SEN provision,45,1.107555993,1963,48.31405365,465,11.44474526,,4063,,E08000016,90,35191,93,0.26427,7338,20.85192,1787,5.078
202223,Local authority,E12000003,Yorkshire and The Humber,E08000036,Wakefield,SEN provision,1,0.043898156,710,31.16769096,240,10.53555751,2278,,,E08000036,136,54568,45,0.08247,8124,14.88785,2397,4.39268
202223,Local authority,E12000003,Yorkshire and The Humber,E08000036,Wakefield,SEN provision,14,0.191204589,2378,32.47746517,650,8.877355914,,7322,,E08000036,136,54568,45,0.08247,8124,14.88785,2397,4.39268
202223,Local authority,E12000003,Yorkshire and The Humber,E08000036,Wakefield,SEN provision,30,0.066714108,5036,11.1990749,1507,3.351272016,,,44968,E08000036,136,54568,45,0.08247,8124,14.88785,2397,4.39268
202223,Local authority,E12000003,Yorkshire and The Humber,E06000012,North East Lincolnshire,SEN provision,1,0.112739572,179,20.18038331,70,7.891770011,887,,,E06000012,59,24052,40,0.16631,3293,13.69117,1117,4.6441
202223,Local authority,E12000003,Yorkshire and The Humber,E06000012,North East Lincolnshire,SEN provision,18,0.594059406,1026,33.86138614,327,10.79207921,,3030,,E06000012,59,24052,40,0.16631,3293,13.69117,1117,4.6441
202223,Local authority,E12000003,Yorkshire and The Humber,E06000012,North East Lincolnshire,SEN provision,21,0.104296002,2088,10.37000248,720,3.575862925,,,20135,E06000012,59,24052,40,0.16631,3293,13.69117,1117,4.6441
202223,Local authority,E12000003,Yorkshire and The Humber,E06000014,York,SEN provision,1,0.112739572,239,26.94475761,75,8.455467869,887,,,E06000014,61,25517,15,0.05878,3281,12.85809,928,3.63679
202223,Local authority,E12000003,Yorkshire and The Humber,E06000014,York,SEN provision,6,0.027282648,1961,8.916878865,570,2.591851582,,,21992,E06000014,61,25517,15,0.05878,3281,12.85809,928,3.63679
202223,Local authority,E12000003,Yorkshire and The Humber,E06000014,York,SEN provision,8,0.303260045,1081,40.97801365,283,10.72782411,,2638,,E06000014,61,25517,15,0.05878,3281,12.85809,928,3.63679
202223,Local authority,E12000002,North West,E08000015,Wirral,SEN provision,6,0.243704305,505,20.51177904,199,8.082859464,2462,,,E08000015,121,50914,60,0.11785,3833,7.52838,1777,3.4902
202223,Local authority,E12000002,North West,E08000015,Wirral,SEN provision,25,0.316616008,1440,18.23708207,618,7.82674772,,7896,,E08000015,121,50914,60,0.11785,3833,7.52838,1777,3.4902
202223,Local authority,E12000002,North West,E08000015,Wirral,SEN provision,29,0.071506066,1888,4.655291449,960,2.367097347,,,40556,E08000015,121,50914,60,0.11785,3833,7.52838,1777,3.4902
202223,Local authority,E12000004,East Midlands,E06000015,Derby,SEN provision,0,0,343,15.69075938,145,6.633119854,2186,,,E06000015,96,44649,27,0.06047,4797,10.7438,1690,3.78508
202223,Local authority,E12000004,East Midlands,E06000015,Derby,SEN provision,9,0.024547909,3051,8.321741265,1074,2.929383847,,,36663,E06000015,96,44649,27,0.06047,4797,10.7438,1690,3.78508
202223,Local authority,E12000004,East Midlands,E06000015,Derby,SEN provision,18,0.310344828,1403,24.18965517,471,8.120689655,,5800,,E06000015,96,44649,27,0.06047,4797,10.7438,1690,3.78508
202223,Local authority,E12000002,North West,E10000006,Cumbria,SEN provision,2,0.065231572,524,17.09067189,205,6.686236138,3066,,,E10000006,312,70392,83,0.11791,4690,6.66269,2181,3.09836
202223,Local authority,E12000002,North West,E10000006,Cumbria,SEN provision,31,0.357348703,1372,15.81556196,553,6.374639769,,8675,,E10000006,312,70392,83,0.11791,4690,6.66269,2181,3.09836
202223,Local authority,E12000002,North West,E10000006,Cumbria,SEN provision,50,0.085250038,2794,4.763772144,1423,2.426216092,,,58651,E10000006,312,70392,83,0.11791,4690,6.66269,2181,3.09836
202223,Local authority,E12000003,Yorkshire and The Humber,E08000032,Bradford,SEN provision,4,0.102014792,979,24.96812038,324,8.263198164,3921,,,E08000032,200,100316,149,0.14853,18504,18.44571,5493,5.4757
202223,Local authority,E12000003,Yorkshire and The Humber,E08000032,Bradford,SEN provision,68,0.082142469,11997,14.49210587,3733,4.509379945,,,82783,E08000032,200,100316,149,0.14853,18504,18.44571,5493,5.4757
202223,Local authority,E12000003,Yorkshire and The Humber,E08000032,Bradford,SEN provision,77,0.565677344,5528,40.61122539,1436,10.54951513,,13612,,E08000032,200,100316,149,0.14853,18504,18.44571,5493,5.4757
202223,Local authority,E12000003,Yorkshire and The Humber,E06000013,North Lincolnshire,SEN provision,1,0.118483412,177,20.97156398,62,7.345971564,844,,,E06000013,78,24633,27,0.10961,2758,11.19636,1011,4.10425
202223,Local authority,E12000003,Yorkshire and The Humber,E06000013,North Lincolnshire,SEN provision,8,0.230017251,928,26.68200115,309,8.884416331,,3478,,E06000013,78,24633,27,0.10961,2758,11.19636,1011,4.10425
202223,Local authority,E12000003,Yorkshire and The Humber,E06000013,North Lincolnshire,SEN provision,18,0.088621929,1653,8.138447147,640,3.15100192,,,20311,E06000013,78,24633,27,0.10961,2758,11.19636,1011,4.10425
202223,Local authority,E12000003,Yorkshire and The Humber,E08000033,Calderdale,SEN provision,7,0.462046205,336,22.17821782,99,6.534653465,1515,,,E08000033,100,36458,80,0.21943,4632,12.70503,1711,4.69307
202223,Local authority,E12000003,Yorkshire and The Humber,E08000033,Calderdale,SEN provision,35,0.798175599,1389,31.67616876,420,9.578107184,,4385,,E08000033,100,36458,80,0.21943,4632,12.70503,1711,4.69307
202223,Local authority,E12000003,Yorkshire and The Humber,E08000033,Calderdale,SEN provision,38,0.124353688,2907,9.513057137,1192,3.900778847,,,30558,E08000033,100,36458,80,0.21943,4632,12.70503,1711,4.69307
202223,Local authority,E12000003,Yorkshire and The Humber,E08000034,Kirklees,SEN provision,7,0.289615225,639,26.43773273,202,8.357467935,2417,,,E08000034,177,67238,88,0.13088,7382,10.97891,2596,3.86091
202223,Local authority,E12000003,Yorkshire and The Humber,E08000034,Kirklees,SEN provision,29,0.051621631,4006,7.130905337,1567,2.789348143,,,56178,E08000034,177,67238,88,0.13088,7382,10.97891,2596,3.86091
202223,Local authority,E12000003,Yorkshire and The Humber,E08000034,Kirklees,SEN provision,52,0.601642948,2737,31.66724517,827,9.568436885,,8643,,E08000034,177,67238,88,0.13088,7382,10.97891,2596,3.86091
202223,Local authority,E12000003,Yorkshire and The Humber,E08000019,Sheffield,SEN provision,11,0.329242742,1021,30.55971266,347,10.38611194,3341,,,E08000019,178,84792,134,0.15803,11972,14.11926,4069,4.7988
202223,Local authority,E12000003,Yorkshire and The Humber,E08000019,Sheffield,SEN provision,57,0.46191248,4686,37.97406807,1349,10.93192869,,12340,,E08000019,178,84792,134,0.15803,11972,14.11926,4069,4.7988
202223,Local authority,E12000003,Yorkshire and The Humber,E08000019,Sheffield,SEN provision,66,0.095498546,6265,9.065127114,2373,3.433606806,,,69111,E08000019,178,84792,134,0.15803,11972,14.11926,4069,4.7988
202223,Local authority,E12000004,East Midlands,E06000016,Leicester,SEN provision,4,0.056053812,1085,15.20459641,454,6.362107623,,7136,,E06000016,111,60331,24,0.03978,3346,5.54607,1646,2.72828
202223,Local authority,E12000004,East Midlands,E06000016,Leicester,SEN provision,4,0.17444396,277,12.08024422,129,5.625817706,2293,,,E06000016,111,60331,24,0.03978,3346,5.54607,1646,2.72828
202223,Local authority,E12000004,East Midlands,E06000016,Leicester,SEN provision,16,0.03143295,1984,3.897685749,1063,2.088326588,,,50902,E06000016,111,60331,24,0.03978,3346,5.54607,1646,2.72828
202223,Local authority,E12000004,East Midlands,E06000017,Rutland,SEN provision,1,0.158982512,111,17.64705882,49,7.790143084,,629,,E06000017,22,6105,4,0.06552,407,6.66667,192,3.14496
202223,Local authority,E12000004,East Midlands,E06000017,Rutland,SEN provision,1,0.568181818,31,17.61363636,13,7.386363636,176,,,E06000017,22,6105,4,0.06552,407,6.66667,192,3.14496
202223,Local authority,E12000004,East Midlands,E06000017,Rutland,SEN provision,2,0.037735849,265,5,130,2.452830189,,,5300,E06000017,22,6105,4,0.06552,407,6.66667,192,3.14496
202223,Local authority,E12000004,East Midlands,E06000018,Nottingham,SEN provision,5,0.452898551,288,26.08695652,123,11.14130435,1104,,,E06000018,100,48574,96,0.19764,8355,17.20056,2636,5.42677
202223,Local authority,E12000004,East Midlands,E06000018,Nottingham,SEN provision,44,0.673916373,2993,45.84162965,761,11.65569,,6529,,E06000018,100,48574,96,0.19764,8355,17.20056,2636,5.42677
202223,Local authority,E12000004,East Midlands,E06000018,Nottingham,SEN provision,47,0.114799345,5074,12.39344422,1752,4.27932879,,,40941,E06000018,100,48574,96,0.19764,8355,17.20056,2636,5.42677
202223,Local authority,E12000004,East Midlands,E06000061,North Northamptonshire,SEN provision,5,0.216262976,529,22.88062284,183,7.915224913,2312,,,E06000061,140,55900,99,0.1771,6826,12.21109,2265,4.05188
202223,Local authority,E12000004,East Midlands,E06000061,North Northamptonshire,SEN provision,37,0.599773059,2031,32.92267791,601,9.742259686,,6169,,E06000061,140,55900,99,0.1771,6826,12.21109,2265,4.05188
202223,Local authority,E12000004,East Midlands,E06000061,North Northamptonshire,SEN provision,57,0.120204981,4266,8.996393851,1481,3.12322065,,,47419,E06000061,140,55900,99,0.1771,6826,12.21109,2265,4.05188
202223,Local authority,E12000004,East Midlands,E06000062,West Northamptonshire,SEN provision,0,0,483,20.81896552,189,8.146551724,2320,,,E06000062,178,67415,78,0.1157,6212,9.21457,2279,3.38055
202223,Local authority,E12000004,East Midlands,E06000062,West Northamptonshire,SEN provision,28,0.360036004,2161,27.78706442,684,8.795165231,,7777,,E06000062,178,67415,78,0.1157,6212,9.21457,2279,3.38055
202223,Local authority,E12000004,East Midlands,E06000062,West Northamptonshire,SEN provision,50,0.087232632,3568,6.224920618,1406,2.452981611,,,57318,E06000062,178,67415,78,0.1157,6212,9.21457,2279,3.38055
202223,Local authority,E12000004,East Midlands,E10000007,Derbyshire,SEN provision,24,0.717488789,1101,32.91479821,363,10.85201794,3345,,,E10000007,410,108568,187,0.17224,12344,11.36983,4083,3.76078
202223,Local authority,E12000004,East Midlands,E10000007,Derbyshire,SEN provision,78,0.087442966,6472,7.255524041,2326,2.607594085,,,89201,E10000007,410,108568,187,0.17224,12344,11.36983,4083,3.76078
202223,Local authority,E12000004,East Midlands,E10000007,Derbyshire,SEN provision,85,0.530520534,4771,29.77780552,1394,8.700536762,,16022,,E10000007,410,108568,187,0.17224,12344,11.36983,4083,3.76078
202223,Local authority,E12000004,East Midlands,E10000018,Leicestershire,SEN provision,9,0.217759497,756,18.29179773,266,6.436002903,4133,,,E10000018,282,100840,67,0.06644,8444,8.37366,3186,3.15946
202223,Local authority,E12000004,East Midlands,E10000018,Leicestershire,SEN provision,20,0.161394448,2868,23.14396385,986,7.956746288,,12392,,E10000018,282,100840,67,0.06644,8444,8.37366,3186,3.15946
202223,Local authority,E12000004,East Midlands,E10000018,Leicestershire,SEN provision,38,0.045069086,4820,5.716657771,1934,2.29377928,,,84315,E10000018,282,100840,67,0.06644,8444,8.37366,3186,3.15946
202223,Local authority,E12000004,East Midlands,E10000019,Lincolnshire,SEN provision,13,0.253757564,1298,25.33671677,450,8.783915674,5123,,,E10000019,353,108718,165,0.15177,13343,12.27304,4749,4.36818
202223,Local authority,E12000004,East Midlands,E10000019,Lincolnshire,SEN provision,72,0.482476714,4675,31.32748107,1509,10.11190779,,14923,,E10000019,353,108718,165,0.15177,13343,12.27304,4749,4.36818
202223,Local authority,E12000004,East Midlands,E10000019,Lincolnshire,SEN provision,80,0.090220137,7370,8.311530134,2790,3.146427283,,,88672,E10000019,353,108718,165,0.15177,13343,12.27304,4749,4.36818
202223,Local authority,E12000004,East Midlands,E10000024,Nottinghamshire,SEN provision,2,0.086355786,523,22.582038,211,9.110535406,2316,,,E10000024,342,127678,126,0.09869,13813,10.81862,4815,3.77121
202223,Local authority,E12000004,East Midlands,E10000024,Nottinghamshire,SEN provision,60,0.458295142,4432,33.85273449,1347,10.28872594,,13092,,E10000024,342,127678,126,0.09869,13813,10.81862,4815,3.77121
202223,Local authority,E12000004,East Midlands,E10000024,Nottinghamshire,SEN provision,64,0.057005433,8858,7.889908257,3257,2.901042131,,,112270,E10000024,342,127678,126,0.09869,13813,10.81862,4815,3.77121
202223,Local authority,E12000005,West Midlands,E06000019,"Herefordshire, County of",SEN provision,1,0.110011001,144,15.84158416,76,8.360836084,909,,,E06000019,98,23777,32,0.13458,1434,6.03104,642,2.70009
202223,Local authority,E12000005,West Midlands,E06000019,"Herefordshire, County of",SEN provision,13,0.067690706,716,3.728195782,340,1.770372299,,,19205,E06000019,98,23777,32,0.13458,1434,6.03104,642,2.70009
202223,Local authority,E12000005,West Midlands,E06000019,"Herefordshire, County of",SEN provision,18,0.491400491,574,15.67021567,226,6.16980617,,3663,,E06000019,98,23777,32,0.13458,1434,6.03104,642,2.70009
202223,Local authority,E12000005,West Midlands,E06000020,Telford and Wrekin,SEN provision,2,0.168491997,216,18.19713564,101,8.50884583,1187,,,E06000020,71,31879,22,0.06901,3706,11.62521,1215,3.81129
202223,Local authority,E12000005,West Midlands,E06000020,Telford and Wrekin,SEN provision,7,0.148210883,1346,28.49883549,391,8.27863646,,4723,,E06000020,71,31879,22,0.06901,3706,11.62521,1215,3.81129
202223,Local authority,E12000005,West Midlands,E06000020,Telford and Wrekin,SEN provision,13,0.050059687,2144,8.255997536,723,2.784088721,,,25969,E06000020,71,31879,22,0.06901,3706,11.62521,1215,3.81129
202223,Local authority,E12000005,West Midlands,E06000021,Stoke-on-Trent,SEN provision,3,0.17055145,566,32.17737351,189,10.74474133,1759,,,E06000021,90,41136,94,0.22851,8802,21.39732,2509,6.09928
202223,Local authority,E12000005,West Midlands,E06000021,Stoke-on-Trent,SEN provision,44,0.131949859,5286,15.85197625,1632,4.894140227,,,33346,E06000021,90,41136,94,0.22851,8802,21.39732,2509,6.09928
202223,Local authority,E12000005,West Midlands,E06000021,Stoke-on-Trent,SEN provision,47,0.779306914,2950,48.91394462,688,11.40772675,,6031,,E06000021,90,41136,94,0.22851,8802,21.39732,2509,6.09928
202223,Local authority,E12000005,West Midlands,E06000051,Shropshire,SEN provision,9,0.687547746,502,38.34988541,159,12.14667685,1309,,,E06000051,149,39944,78,0.19527,4322,10.82015,1490,3.73022
202223,Local authority,E12000005,West Midlands,E06000051,Shropshire,SEN provision,28,0.083301104,2333,6.940766965,929,2.763811621,,,33613,E06000051,149,39944,78,0.19527,4322,10.82015,1490,3.73022
202223,Local authority,E12000005,West Midlands,E06000051,Shropshire,SEN provision,41,0.816407806,1487,29.60971724,402,8.004778973,,5022,,E06000051,149,39944,78,0.19527,4322,10.82015,1490,3.73022
202223,Local authority,E12000005,West Midlands,E08000025,Birmingham,SEN provision,15,0.199071002,930,12.34240212,417,5.534173855,7535,,,E08000025,412,203796,281,0.13788,15142,7.42998,8001,3.92598
202223,Local authority,E12000005,West Midlands,E08000025,Birmingham,SEN provision,125,0.074641125,9002,5.375355292,5285,3.155826785,,,167468,E08000025,412,203796,281,0.13788,15142,7.42998,8001,3.92598
202223,Local authority,E12000005,West Midlands,E08000025,Birmingham,SEN provision,141,0.489702358,5210,18.09467579,2299,7.984579585,,28793,,E08000025,412,203796,281,0.13788,15142,7.42998,8001,3.92598
202223,Local authority,E12000005,West Midlands,E08000026,Coventry,SEN provision,9,0.429594272,739,35.27446301,242,11.55131265,2095,,,E08000026,115,59900,79,0.13189,5519,9.21369,2497,4.16861
202223,Local authority,E12000005,West Midlands,E08000026,Coventry,SEN provision,29,0.310791984,1892,20.2764977,825,8.841496088,,9331,,E08000026,115,59900,79,0.13189,5519,9.21369,2497,4.16861
202223,Local authority,E12000005,West Midlands,E08000026,Coventry,SEN provision,41,0.084581425,2888,5.957833065,1430,2.95003507,,,48474,E08000026,115,59900,79,0.13189,5519,9.21369,2497,4.16861
202223,Local authority,E12000005,West Midlands,E08000027,Dudley,SEN provision,7,0.319197446,350,15.95987232,146,6.65754674,2193,,,E08000027,104,47893,84,0.17539,4052,8.46053,1838,3.83772
202223,Local authority,E12000005,West Midlands,E08000027,Dudley,SEN provision,36,0.552910459,1276,19.59760405,528,8.109353402,,6511,,E08000027,104,47893,84,0.17539,4052,8.46053,1838,3.83772
202223,Local authority,E12000005,West Midlands,E08000027,Dudley,SEN provision,41,0.104621195,2426,6.190512644,1164,2.970221236,,,39189,E08000027,104,47893,84,0.17539,4052,8.46053,1838,3.83772
202223,Local authority,E12000005,West Midlands,E08000028,Sandwell,SEN provision,1,0.043215212,318,13.74243734,150,6.482281763,2314,,,E08000028,120,62475,49,0.07843,3839,6.14486,2069,3.31172
202223,Local authority,E12000005,West Midlands,E08000028,Sandwell,SEN provision,22,0.276590395,1220,15.33819462,592,7.442796077,,7954,,E08000028,120,62475,49,0.07843,3839,6.14486,2069,3.31172
202223,Local authority,E12000005,West Midlands,E08000028,Sandwell,SEN provision,26,0.049801751,2301,4.407454939,1327,2.541804739,,,52207,E08000028,120,62475,49,0.07843,3839,6.14486,2069,3.31172
202223,Local authority,E12000005,West Midlands,E08000029,Solihull,SEN provision,4,0.257234727,313,20.12861736,121,7.781350482,1555,,,E08000029,79,40395,65,0.16091,3511,8.69167,1512,3.74304
202223,Local authority,E12000005,West Midlands,E08000029,Solihull,SEN provision,26,0.469314079,1253,22.61732852,471,8.501805054,,5540,,E08000029,79,40395,65,0.16091,3511,8.69167,1512,3.74304
202223,Local authority,E12000005,West Midlands,E08000029,Solihull,SEN provision,35,0.105105105,1945,5.840840841,920,2.762762763,,,33300,E08000029,79,40395,65,0.16091,3511,8.69167,1512,3.74304
202223,Local authority,E12000005,West Midlands,E08000030,Walsall,SEN provision,1,0.046403712,271,12.57540603,140,6.496519722,2155,,,E08000030,111,52915,47,0.08882,3107,5.87168,1556,2.94057
202223,Local authority,E12000005,West Midlands,E08000030,Walsall,SEN provision,16,0.23242301,915,13.29169088,414,6.013945381,,6884,,E08000030,111,52915,47,0.08882,3107,5.87168,1556,2.94057
202223,Local authority,E12000005,West Midlands,E08000030,Walsall,SEN provision,30,0.06837451,1921,4.378247789,1002,2.283708633,,,43876,E08000030,111,52915,47,0.08882,3107,5.87168,1556,2.94057
202223,Local authority,E12000005,West Midlands,E08000031,Wolverhampton,SEN provision,4,0.201918223,312,15.7496214,142,7.168096921,1981,,,E08000031,100,48838,70,0.14333,3068,6.28199,1473,3.01609
202223,Local authority,E12000005,West Midlands,E08000031,Wolverhampton,SEN provision,30,0.452284034,1101,16.59882406,440,6.633499171,,6633,,E08000031,100,48838,70,0.14333,3068,6.28199,1473,3.01609
202223,Local authority,E12000005,West Midlands,E08000031,Wolverhampton,SEN provision,36,0.089498807,1655,4.114459029,891,2.215095465,,,40224,E08000031,100,48838,70,0.14333,3068,6.28199,1473,3.01609
202223,Local authority,E12000005,West Midlands,E10000028,Staffordshire,SEN provision,13,0.265631385,749,15.30445443,309,6.313853698,4894,,,E10000028,396,124794,230,0.1843,11636,9.32417,4650,3.72614
202223,Local authority,E12000005,West Midlands,E10000028,Staffordshire,SEN provision,97,0.664656708,3664,25.10620803,1303,8.92832671,,14594,,E10000028,396,124794,230,0.1843,11636,9.32417,4650,3.72614
202223,Local authority,E12000005,West Midlands,E10000028,Staffordshire,SEN provision,120,0.113953621,7223,6.859058363,3038,2.884925835,,,105306,E10000028,396,124794,230,0.1843,11636,9.32417,4650,3.72614
202223,Local authority,E12000005,West Midlands,E10000031,Warwickshire,SEN provision,9,0.258992806,739,21.26618705,305,8.776978417,3475,,,E10000031,243,88597,131,0.14786,8013,9.04432,3121,3.52269
202223,Local authority,E12000005,West Midlands,E10000031,Warwickshire,SEN provision,51,0.44305447,3035,26.36608461,1068,9.278081835,,11511,,E10000031,243,88597,131,0.14786,8013,9.04432,3121,3.52269
202223,Local authority,E12000005,West Midlands,E10000031,Warwickshire,SEN provision,71,0.096452976,4239,5.758650202,1748,2.374645094,,,73611,E10000031,243,88597,131,0.14786,8013,9.04432,3121,3.52269
202223,Local authority,E12000005,West Midlands,E10000034,Worcestershire,SEN provision,10,0.303766707,695,21.11178615,304,9.234507898,3292,,,E10000034,237,82426,121,0.1468,5322,6.4567,2601,3.15556
202223,Local authority,E12000005,West Midlands,E10000034,Worcestershire,SEN provision,42,0.363321799,1801,15.57958478,767,6.634948097,,11560,,E10000034,237,82426,121,0.1468,5322,6.4567,2601,3.15556
202223,Local authority,E12000005,West Midlands,E10000034,Worcestershire,SEN provision,69,0.102110279,2826,4.182081866,1530,2.26418445,,,67574,E10000034,237,82426,121,0.1468,5322,6.4567,2601,3.15556
